"Input","Output","Frequency","HarmonicUniformity"
"démokratlash","démokratlash-RAISE-F","0","0.0566939389035204"
"démokratlash","démokratlash-RAISE-B","4","0.94330606109648"
"dende","dende-RAISE-F","2","0.59109351682998"
"dende","dende-RAISE-B","0","0.40890648317002"
"depne","depne-RAISE-F","3","0.996925112788968"
"depne","depne-RAISE-B","0","0.00307488721103228"
"depter","depter-RAISE-F","54","0.987340543966705"
"depter","depter-RAISE-B","0","0.0126594560332951"
"derex","derex-RAISE-F","9","0.995198990152167"
"derex","derex-RAISE-B","0","0.00480100984783347"
"derije","derije-RAISE-F","10400","0.988958668466298"
"derije","derije-RAISE-B","8","0.0110413315337022"
"dersxana","dersxana-RAISE-F","1","0.0113014686594758"
"dersxana","dersxana-RAISE-B","76","0.988698531340524"
"derwaza","derwaza-RAISE-F","0","0.00446040361578892"
"derwaza","derwaza-RAISE-B","192","0.995539596384211"
"desmaye","desmaye-RAISE-F","9","0.9803674744831"
"desmaye","desmaye-RAISE-B","2","0.0196325255168998"
"desse","desse-RAISE-F","8","0.986017865728719"
"desse","desse-RAISE-B","0","0.0139821342712809"
"dewet","dewet-RAISE-F","10","0.998307942420372"
"dewet","dewet-RAISE-B","0","0.00169205757962788"
"dewre","dewre-RAISE-F","3","0.807638823833799"
"dewre","dewre-RAISE-B","0","0.192361176166201"
"didarlash","didarlash-RAISE-F","0","0.0307354613859085"
"didarlash","didarlash-RAISE-B","3","0.969264538614091"
"diktatura","diktatura-RAISE-F","0","0.0365410616051752"
"diktatura","diktatura-RAISE-B","2","0.963458938394825"
"diploma","diploma-RAISE-F","0","0.0173439344426374"
"diploma","diploma-RAISE-B","10","0.982656065557363"
"diyanet","diyanet-RAISE-F","3","0.993844089064746"
"diyanet","diyanet-RAISE-B","0","0.00615591093525399"
"dola","dola-RAISE-F","0","0.0226935446073756"
"dola","dola-RAISE-B","12","0.977306455392624"
"dölet","dölet-RAISE-F","1052","0.999512275671254"
"dölet","dölet-RAISE-B","0","0.000487724328745802"
"dollar","dollar-RAISE-F","0","0.00144771232833341"
"dollar","dollar-RAISE-B","111","0.998552287671667"
"dolqunla","dolqunla-RAISE-F","0","0.164146507988369"
"dolqunla","dolqunla-RAISE-B","1","0.835853492011631"
"domila","domila-RAISE-F","0","0.0762108568313657"
"domila","domila-RAISE-B","3","0.923789143168634"
"doppa","doppa-RAISE-F","0","0.00462623023619801"
"doppa","doppa-RAISE-B","74","0.995373769763802"
"dora","dora-RAISE-F","0","0.00323008818824622"
"dora","dora-RAISE-B","336","0.996769911811754"
"dorixana","dorixana-RAISE-F","0","0.0131437736467587"
"dorixana","dorixana-RAISE-B","20","0.986856226353241"
"dostane","dostane-RAISE-F","5","0.26427039766407"
"dostane","dostane-RAISE-B","5","0.73572960233593"
"dostlash","dostlash-RAISE-F","0","0.0279821666319811"
"dostlash","dostlash-RAISE-B","2","0.972017833368019"
"dotey","dotey-RAISE-F","3","0.979044235991295"
"dotey","dotey-RAISE-B","0","0.0209557640087052"
"döwe","döwe-RAISE-F","14","0.974798938253035"
"döwe","döwe-RAISE-B","0","0.0252010617469649"
"döwile","döwile-RAISE-F","1","0.666785604250477"
"döwile","döwile-RAISE-B","0","0.333214395749523"
"doxturxana","doxturxana-RAISE-F","0","0.0027851083923055"
"doxturxana","doxturxana-RAISE-B","1255","0.997214891607694"
"doza","doza-RAISE-F","0","0.0979945470122329"
"doza","doza-RAISE-B","1","0.902005452987767"
"dozax","dozax-RAISE-F","0","0.00635637115681886"
"dozax","dozax-RAISE-B","2","0.993643628843181"
"dukanche","dukanche-RAISE-F","0","0.18719189325223"
"dukanche","dukanche-RAISE-B","2","0.81280810674777"
"dumba","dumba-RAISE-F","4","0.0447317350277172"
"dumba","dumba-RAISE-B","0","0.955268264972283"
"dumbala","dumbala-RAISE-F","0","0.0695754991383322"
"dumbala","dumbala-RAISE-B","1","0.930424500861668"
"dümle","dümle-RAISE-F","3","0.689626075929304"
"dümle","dümle-RAISE-B","0","0.310373924070696"
"dunyawilash","dunyawilash-RAISE-F","0","0.0643866247955236"
"dunyawilash","dunyawilash-RAISE-B","2","0.935613375204476"
"düpülde","düpülde-RAISE-F","3","0.666785604250477"
"düpülde","düpülde-RAISE-B","0","0.333214395749523"
"durdane","durdane-RAISE-F","24","0.691869278573987"
"durdane","durdane-RAISE-B","5","0.308130721426013"
"düshenbe","düshenbe-RAISE-F","38","0.998051369255858"
"düshenbe","düshenbe-RAISE-B","0","0.00194863074414163"
"düshmen","düshmen-RAISE-F","76","0.997298036390673"
"düshmen","düshmen-RAISE-B","0","0.0027019636093272"
"düshmenlesh","düshmenlesh-RAISE-F","9","0.904368203244209"
"düshmenlesh","düshmenlesh-RAISE-B","0","0.0956317967557905"
"duxawa","duxawa-RAISE-F","0","0.0390620629050039"
"duxawa","duxawa-RAISE-B","3","0.960937937094996"
"ede","ede-RAISE-F","1","0.734753821762215"
"ede","ede-RAISE-B","0","0.265246178237785"
"edeb","edeb-RAISE-F","1","0.979170065734971"
"edeb","edeb-RAISE-B","0","0.0208299342650286"
"egeshme","egeshme-RAISE-F","1","0.59109351682998"
"egeshme","egeshme-RAISE-B","0","0.40890648317002"
"ehde","ehde-RAISE-F","8","0.983858226687245"
"ehde","ehde-RAISE-B","0","0.0161417733127554"
"ehdiname","ehdiname-RAISE-F","344","0.878007670432615"
"ehdiname","ehdiname-RAISE-B","33","0.121992329567385"
"ehmed","ehmed-RAISE-F","1","0.996496424951263"
"ehmed","ehmed-RAISE-B","0","0.00350357504873732"
"ehmiyet","ehmiyet-RAISE-F","212","0.997900195590206"
"ehmiyet","ehmiyet-RAISE-B","0","0.00209980440979432"
"ejeblen","ejeblen-RAISE-F","2","0.952259451615482"
"ejeblen","ejeblen-RAISE-B","0","0.0477405483845182"
"ejel","ejel-RAISE-F","2","0.996788172128273"
"ejel","ejel-RAISE-B","0","0.00321182787172695"
"elchixana","elchixana-RAISE-F","3.99999999999999","0.00251587101242834"
"elchixana","elchixana-RAISE-B","494","0.997484128987572"
"elem","elem-RAISE-F","3","0.996231249320356"
"elem","elem-RAISE-B","0","0.00376875067964419"
"ellame","ellame-RAISE-F","0","0.989078735134717"
"ellame","ellame-RAISE-B","1","0.0109212648652829"
"emeliyet","emeliyet-RAISE-F","120","0.998776757604788"
"emeliyet","emeliyet-RAISE-B","0","0.00122324239521206"
"emeliylesh","emeliylesh-RAISE-F","39","0.970446355397504"
"emeliylesh","emeliylesh-RAISE-B","3","0.0295536446024963"
"emiliyet","emiliyet-RAISE-F","10","0.973602998700777"
"emiliyet","emiliyet-RAISE-B","0","0.0263970012992231"
"emirzade","emirzade-RAISE-F","1","0.864197923836554"
"emirzade","emirzade-RAISE-B","0","0.135802076163446"
"emle","emle-RAISE-F","3","0.734753821762215"
"emle","emle-RAISE-B","0","0.265246178237785"
"en'ene","en'ene-RAISE-F","1040","0.987586939393606"
"en'ene","en'ene-RAISE-B","1","0.0124130606063937"
"endishe","endishe-RAISE-F","1026","0.996213875490764"
"endishe","endishe-RAISE-B","0","0.0037861245092358"
"endize","endize-RAISE-F","63","0.967744440641233"
"endize","endize-RAISE-B","0","0.0322555593587666"
"enggüshter","enggüshter-RAISE-F","1","0.985852254930192"
"enggüshter","enggüshter-RAISE-B","0","0.0141477450698076"
"ensire","ensire-RAISE-F","151","0.994382605818865"
"ensire","ensire-RAISE-B","0","0.00561739418113533"
"epsane","epsane-RAISE-F","87","0.980955560629153"
"epsane","epsane-RAISE-B","7","0.0190444393708471"
"epsuslan","epsuslan-RAISE-F","0","0.00781227840460097"
"epsuslan","epsuslan-RAISE-B","4","0.992187721595399"
"erdal","erdal-RAISE-F","0","0.0216026480172291"
"erdal","erdal-RAISE-B","1","0.978397351982771"
"erebche","erebche-RAISE-F","29","0.517423393123787"
"erebche","erebche-RAISE-B","0","0.482576606876213"
"érenshe","érenshe-RAISE-F","2","0.59109351682998"
"érenshe","érenshe-RAISE-B","0","0.40890648317002"
"erméniye","erméniye-RAISE-F","1","0.989448351000485"
"erméniye","erméniye-RAISE-B","0","0.0105516489995152"
"erzan","erzan-RAISE-F","4","0.0264547399466611"
"erzan","erzan-RAISE-B","0","0.973545260053339"
"erzanlash","erzanlash-RAISE-F","0","0.119075550141717"
"erzanlash","erzanlash-RAISE-B","1","0.880924449858283"
"erze","erze-RAISE-F","84","0.957768713931328"
"erze","erze-RAISE-B","0","0.0422312860686716"
"erziyet","erziyet-RAISE-F","1","0.994835293754332"
"erziyet","erziyet-RAISE-B","0","0.00516470624566797"
"eser","eser-RAISE-F","450","0.998457946240542"
"eser","eser-RAISE-B","0","0.00154205375945772"
"ésilzade","ésilzade-RAISE-F","21","0.939568383772888"
"ésilzade","ésilzade-RAISE-B","0","0.0604316162271122"
"eskertme","eskertme-RAISE-F","6","0.800497401904972"
"eskertme","eskertme-RAISE-B","0","0.199502598095028"
"esle","esle-RAISE-F","101","0.994509914340696"
"esle","esle-RAISE-B","1","0.00549008565930402"
"eslet","eslet-RAISE-F","61","0.957392085971376"
"eslet","eslet-RAISE-B","0","0.0426079140286236"
"esletme","esletme-RAISE-F","14","0.828047337761956"
"esletme","esletme-RAISE-B","0","0.171952662238044"
"eslime","eslime-RAISE-F","440","0.960577086959792"
"eslime","eslime-RAISE-B","1","0.0394229130402079"
"esne","esne-RAISE-F","7","0.72236634995422"
"esne","esne-RAISE-B","0","0.27763365004578"
"éstoniye","éstoniye-RAISE-F","7","0.987507739716093"
"éstoniye","éstoniye-RAISE-B","0","0.0124922602839069"
"ete","ete-RAISE-F","68","0.96412382934741"
"ete","ete-RAISE-B","0","0.0358761706525903"
"étikapxana","étikapxana-RAISE-F","0","0.0407972451701136"
"étikapxana","étikapxana-RAISE-B","2","0.959202754829886"
"etret","etret-RAISE-F","89","0.981119387436834"
"etret","etret-RAISE-B","0","0.0188806125631657"
"ewre","ewre-RAISE-F","2","0.870924543777487"
"ewre","ewre-RAISE-B","0","0.129075456222514"
"ewret","ewret-RAISE-F","6","0.950352076327068"
"ewret","ewret-RAISE-B","0","0.0496479236729316"
"ewrez","ewrez-RAISE-F","1","0.987860924784262"
"ewrez","ewrez-RAISE-B","0","0.0121390752157376"
"exlet","exlet-RAISE-F","1","0.996190364277081"
"exlet","exlet-RAISE-B","0","0.00380963572291938"
"exletxana","exletxana-RAISE-F","0","0.0133418193031345"
"exletxana","exletxana-RAISE-B","7","0.986658180696866"
"eyiblen","eyiblen-RAISE-F","26","0.939126700305039"
"eyiblen","eyiblen-RAISE-B","0","0.060873299694961"
"eyibname","eyibname-RAISE-F","67","0.811970666984252"
"eyibname","eyibname-RAISE-B","2","0.188029333015748"
"eymen","eymen-RAISE-F","18","0.962499423114129"
"eymen","eymen-RAISE-B","0","0.0375005768858713"
"ezel","ezel-RAISE-F","1","0.998116076235269"
"ezel","ezel-RAISE-B","0","0.00188392376473112"
"ezizle","ezizle-RAISE-F","6","0.754649655884265"
"ezizle","ezizle-RAISE-B","0","0.245350344115735"
"famile","famile-RAISE-F","308","0.965796469900269"
"famile","famile-RAISE-B","3","0.0342035300997306"
"faza","faza-RAISE-F","0","0.0418050725993766"
"faza","faza-RAISE-B","4","0.958194927400623"
"figura","figura-RAISE-F","0","0.013963242996598"
"figura","figura-RAISE-B","57","0.986036757003402"
"finlandiye","finlandiye-RAISE-F","10","0.993052958449921"
"finlandiye","finlandiye-RAISE-B","0","0.0069470415500793"
"forma","forma-RAISE-F","1","0.00871438058019147"
"forma","forma-RAISE-B","39","0.991285619419809"
"formula","formula-RAISE-F","0","0.0167864501126893"
"formula","formula-RAISE-B","8","0.983213549887311"
"fruktoza","fruktoza-RAISE-F","0","0.0491835462005055"
"fruktoza","fruktoza-RAISE-B","2","0.950816453799495"
"gacha","gacha-RAISE-F","0","0.0851198022854114"
"gacha","gacha-RAISE-B","2","0.914880197714589"
"gazarma","gazarma-RAISE-F","1","0.0151752647346306"
"gazarma","gazarma-RAISE-B","41","0.984824735265369"
"gé'ométiriye","gé'ométiriye-RAISE-F","2","0.970543777765815"
"gé'ométiriye","gé'ométiriye-RAISE-B","0","0.0294562222341853"
"geden","geden-RAISE-F","11","0.884159953919718"
"geden","geden-RAISE-B","0","0.115840046080282"
"geme","geme-RAISE-F","34","0.948198747165812"
"geme","geme-RAISE-B","0","0.0518012528341876"
"gende","gende-RAISE-F","2","0.895841215797127"
"gende","gende-RAISE-B","0","0.104158784202873"
"geplesh","geplesh-RAISE-F","5","0.944074645361757"
"geplesh","geplesh-RAISE-B","0","0.0559253546382429"
"gewde","gewde-RAISE-F","441","0.983935812694332"
"gewde","gewde-RAISE-B","0","0.0160641873056684"
"gewdilen","gewdilen-RAISE-F","7","0.963497240646368"
"gewdilen","gewdilen-RAISE-B","0","0.0365027593536319"
"gewdilesh","gewdilesh-RAISE-F","4","0.837397164723177"
"gewdilesh","gewdilesh-RAISE-B","0","0.162602835276823"
"gézende","gézende-RAISE-F","3","0.936855363696773"
"gézende","gézende-RAISE-B","0","0.0631446363032267"
"gézitxana","gézitxana-RAISE-F","0","0.0121745590053046"
"gézitxana","gézitxana-RAISE-B","31","0.987825440994695"
"gezle","gezle-RAISE-F","2","0.59109351682998"
"gezle","gezle-RAISE-B","0","0.40890648317002"
"ghaday","ghaday-RAISE-F","0","0.0379794989824553"
"ghaday","ghaday-RAISE-B","1","0.962020501017545"
"ghalcha","ghalcha-RAISE-F","0","0.0169606591778947"
"ghalcha","ghalcha-RAISE-B","16","0.983039340822105"
"ghalibiyet","ghalibiyet-RAISE-F","11","0.997719006618383"
"ghalibiyet","ghalibiyet-RAISE-B","0","0.00228099338161728"
"ghaye","ghaye-RAISE-F","189","0.982189063478782"
"ghaye","ghaye-RAISE-B","4","0.0178109365212185"
"ghayiwilesh","ghayiwilesh-RAISE-F","0","0.510821576661297"
"ghayiwilesh","ghayiwilesh-RAISE-B","1","0.489178423338703"
"ghazat","ghazat-RAISE-F","0","0.0062230407192756"
"ghazat","ghazat-RAISE-B","13","0.993776959280724"
"ghelbe","ghelbe-RAISE-F","138","0.97964559970675"
"ghelbe","ghelbe-RAISE-B","0","0.02035440029325"
"ghelibe","ghelibe-RAISE-F","438","0.993035788149288"
"ghelibe","ghelibe-RAISE-B","0","0.00696421185071242"
"ghelite","ghelite-RAISE-F","30","0.839480982862151"
"ghelite","ghelite-RAISE-B","1","0.160519017137849"
"ghemle","ghemle-RAISE-F","1","0.510821576661297"
"ghemle","ghemle-RAISE-B","0","0.489178423338703"
"gherez","gherez-RAISE-F","49","0.993019868933932"
"gherez","gherez-RAISE-B","0","0.00698013106606792"
"ghéribane","ghéribane-RAISE-F","0","0.8624053620678"
"ghéribane","ghéribane-RAISE-B","1","0.1375946379322"
"ghezel","ghezel-RAISE-F","12","0.99300111316559"
"ghezel","ghezel-RAISE-B","0","0.0069988868344102"
"ghezep","ghezep-RAISE-F","20","0.992157058011594"
"ghezep","ghezep-RAISE-B","0","0.00784294198840567"
"ghezeplen","ghezeplen-RAISE-F","3","0.98101325866571"
"ghezeplen","ghezeplen-RAISE-B","0","0.0189867413342895"
"ghezze","ghezze-RAISE-F","3","0.974649537956173"
"ghezze","ghezze-RAISE-B","0","0.0253504620438267"
"ghizalan","ghizalan-RAISE-F","0","0.0118735718429696"
"ghizalan","ghizalan-RAISE-B","18","0.98812642815703"
"ghora","ghora-RAISE-F","0","0.0292578778595421"
"ghora","ghora-RAISE-B","2","0.970742122140458"
"ghula","ghula-RAISE-F","0","0.0321788396325156"
"ghula","ghula-RAISE-B","8","0.967821160367484"
"ghulghula","ghulghula-RAISE-F","0","0.00237538330256659"
"ghulghula","ghulghula-RAISE-B","61","0.997624616697433"
"ghulja","ghulja-RAISE-F","0.999999999999973","0.00165537696578255"
"ghulja","ghulja-RAISE-B","902","0.998344623034217"
"ghusse","ghusse-RAISE-F","1","0.879113742111786"
"ghusse","ghusse-RAISE-B","0","0.120886257888214"
"girmaniye","girmaniye-RAISE-F","4","0.987090146573277"
"girmaniye","girmaniye-RAISE-B","0","0.0129098534267225"
"golla","golla-RAISE-F","0","0.0851198022854114"
"golla","golla-RAISE-B","2","0.914880197714589"
"gorilla","gorilla-RAISE-F","0","0.0839231554990931"
"gorilla","gorilla-RAISE-B","1","0.916076844500907"
"güldürle","güldürle-RAISE-F","3","0.807638823833799"
"güldürle","güldürle-RAISE-B","0","0.192361176166201"
"güldürmama","güldürmama-RAISE-F","0","0.0272724182854798"
"güldürmama","güldürmama-RAISE-B","4","0.97272758171452"
"güldürme","güldürme-RAISE-F","1","0.510821576661297"
"güldürme","güldürme-RAISE-B","0","0.489178423338703"
"gülle","gülle-RAISE-F","1","0.988994473041008"
"gülle","gülle-RAISE-B","0","0.0110055269589922"
"gülxana","gülxana-RAISE-F","0","0.0314020367313084"
"gülxana","gülxana-RAISE-B","1","0.968597963268692"
"gumanlan","gumanlan-RAISE-F","0","0.0103786540360085"
"gumanlan","gumanlan-RAISE-B","33","0.989621345963992"
"gümbez","gümbez-RAISE-F","3","0.991432224691479"
"gümbez","gümbez-RAISE-B","0","0.00856777530852098"
"gumpa","gumpa-RAISE-F","0","0.0234543180526459"
"gumpa","gumpa-RAISE-B","2","0.976545681947354"
"gundixana","gundixana-RAISE-F","0","0.0423969913638828"
"gundixana","gundixana-RAISE-B","1","0.957603008636117"
"guruppa","guruppa-RAISE-F","0.999999999999969","0.00188538655855197"
"guruppa","guruppa-RAISE-B","954","0.998114613441448"
"guwahname","guwahname-RAISE-F","28","0.864477755034931"
"guwahname","guwahname-RAISE-B","1","0.135522244965069"
"hadise","hadise-RAISE-F","970","0.992000931050983"
"hadise","hadise-RAISE-B","4","0.00799906894901711"
"hajet","hajet-RAISE-F","17","0.995742049777877"
"hajet","hajet-RAISE-B","0","0.00425795022212276"
"hajetxana","hajetxana-RAISE-F","0","0.00809087852424495"
"hajetxana","hajetxana-RAISE-B","46","0.991909121475755"
"halawet","halawet-RAISE-F","1","0.975548348112899"
"halawet","halawet-RAISE-B","0","0.0244516518871007"
"halet","halet-RAISE-F","701","0.997351835466722"
"halet","halet-RAISE-B","6","0.00264816453327776"
"halsizlan","halsizlan-RAISE-F","0","0.0418050725993766"
"halsizlan","halsizlan-RAISE-B","3","0.958194927400623"
"hamile","hamile-RAISE-F","13","0.980078784091487"
"hamile","hamile-RAISE-B","0","0.0199212159085132"
"hangra","hangra-RAISE-F","0","0.0695754991383322"
"hangra","hangra-RAISE-B","3","0.930424500861668"
"haqaret","haqaret-RAISE-F","8","0.997096014396809"
"haqaret","haqaret-RAISE-B","0","0.00290398560319081"
"haqaretle","haqaretle-RAISE-F","19","0.862892648763379"
"haqaretle","haqaretle-RAISE-B","0","0.137107351236621"
"haramzade","haramzade-RAISE-F","2","0.970543777765815"
"haramzade","haramzade-RAISE-B","0","0.0294562222341853"
"hararet","hararet-RAISE-F","3","0.968108202001522"
"hararet","hararet-RAISE-B","0","0.0318917979984777"
"harpa","harpa-RAISE-F","0","0.0035488995250712"
"harpa","harpa-RAISE-B","1543","0.996451100474929"
"harwa","harwa-RAISE-F","0","0.00825182438946614"
"harwa","harwa-RAISE-B","84","0.991748175610534"
"hasa","hasa-RAISE-F","0","0.00955744138160142"
"hasa","hasa-RAISE-B","23","0.990442558618399"
"hashar","hashar-RAISE-F","0","0.0053228106613683"
"hashar","hashar-RAISE-B","5","0.994677189338632"
"hasharcha","hasharcha-RAISE-F","0","0.0601853818657877"
"hasharcha","hasharcha-RAISE-B","4","0.939814618134212"
"hasira","hasira-RAISE-F","0","0.164146507988369"
"hasira","hasira-RAISE-B","1","0.835853492011631"
"hawale","hawale-RAISE-F","3","0.997593680684421"
"hawale","hawale-RAISE-B","1","0.00240631931557886"
"hawsha","hawsha-RAISE-F","0","0.0695754991383322"
"hawsha","hawsha-RAISE-B","1","0.930424500861668"
"hayajan","hayajan-RAISE-F","0","0.0023736616996175"
"hayajan","hayajan-RAISE-B","2","0.997626338300382"
"hayajanlan","hayajanlan-RAISE-F","0","0.00855700530109882"
"hayajanlan","hayajanlan-RAISE-B","5","0.991442994698901"
"hayan","hayan-RAISE-F","0","0.031774182862325"
"hayan","hayan-RAISE-B","2","0.968225817137675"
"hazar","hazar-RAISE-F","0","0.0172517803883896"
"hazar","hazar-RAISE-B","3","0.98274821961161"
"hazirla","hazirla-RAISE-F","0","0.00360903966803561"
"hazirla","hazirla-RAISE-B","24","0.996390960331964"
"héchnerse","héchnerse-RAISE-F","41","0.992586372296524"
"héchnerse","héchnerse-RAISE-B","0","0.00741362770347594"
"hediye","hediye-RAISE-F","7","0.997803210137819"
"hediye","hediye-RAISE-B","0","0.00219678986218052"
"hejile","hejile-RAISE-F","1","0.510821576661297"
"hejile","hejile-RAISE-B","0","0.489178423338703"
"hékaye","hékaye-RAISE-F","535","0.991505967424736"
"hékaye","hékaye-RAISE-B","20","0.0084940325752639"
"hemdusana","hemdusana-RAISE-F","0","0.0173614803754168"
"hemdusana","hemdusana-RAISE-B","1","0.982638519624583"
"hemkarlash","hemkarlash-RAISE-F","0","0.00359115306534696"
"hemkarlash","hemkarlash-RAISE-B","201","0.996408846934653"
"hemme","hemme-RAISE-F","586","0.977659293524846"
"hemme","hemme-RAISE-B","0","0.0223407064751543"
"hemshire","hemshire-RAISE-F","10","0.895643610767655"
"hemshire","hemshire-RAISE-B","0","0.104356389232345"
"hemze","hemze-RAISE-F","4","0.984978828613626"
"hemze","hemze-RAISE-B","0","0.0150211713863738"
"hepse","hepse-RAISE-F","22","0.860368040992606"
"hepse","hepse-RAISE-B","0","0.139631959007394"
"hepte","hepte-RAISE-F","1745","0.996766488142181"
"hepte","hepte-RAISE-B","0","0.00323351185781852"
"heqqaniyet","heqqaniyet-RAISE-F","3","0.996023849034919"
"heqqaniyet","heqqaniyet-RAISE-B","0","0.00397615096508084"
"here","here-RAISE-F","19","0.973461592103531"
"here","here-RAISE-B","0","0.0265384078964686"
"heriketlen","heriketlen-RAISE-F","14","0.916324504617294"
"heriketlen","heriketlen-RAISE-B","0","0.0836754953827065"
"hésabla","hésabla-RAISE-F","0","0.00465511523299067"
"hésabla","hésabla-RAISE-B","94","0.995344884767009"
"hésapla","hésapla-RAISE-F","0","0.00308378924256036"
"hésapla","hésapla-RAISE-B","39","0.99691621075744"
"hésaplan","hésaplan-RAISE-F","0","0.00366324252552641"
"hésaplan","hésaplan-RAISE-B","94","0.996336757474474"
"hesret","hesret-RAISE-F","27","0.994162247326281"
"hesret","hesret-RAISE-B","0","0.00583775267371869"
"hesretlen","hesretlen-RAISE-F","5","0.891316033196564"
"hesretlen","hesretlen-RAISE-B","0","0.108683966803436"
"hesse","hesse-RAISE-F","215","0.996743262763763"
"hesse","hesse-RAISE-B","0","0.00325673723623698"
"hewes","hewes-RAISE-F","1","0.995729174615878"
"hewes","hewes-RAISE-B","0","0.00427082538412245"
"hey'et","hey'et-RAISE-F","49","0.99521563050092"
"hey'et","hey'et-RAISE-B","0","0.00478436949908014"
"heyde","heyde-RAISE-F","24","0.988199748990299"
"heyde","heyde-RAISE-B","0","0.0118002510097014"
"heywe","heywe-RAISE-F","19","0.990497661209798"
"heywe","heywe-RAISE-B","0","0.00950233879020177"
"heywet","heywet-RAISE-F","1","0.995932767271007"
"heywet","heywet-RAISE-B","0","0.00406723272899267"
"hidayet","hidayet-RAISE-F","5","0.994474397617676"
"hidayet","hidayet-RAISE-B","0","0.00552560238232396"
"hikaye","hikaye-RAISE-F","51","0.961910023181095"
"hikaye","hikaye-RAISE-B","6","0.0380899768189054"
"himaye","himaye-RAISE-F","177","0.996988526479699"
"himaye","himaye-RAISE-B","0","0.00301147352030082"
"hindunéziye","hindunéziye-RAISE-F","1","0.926550369449863"
"hindunéziye","hindunéziye-RAISE-B","0","0.0734496305501368"
"hisablan","hisablan-RAISE-F","0","0.0328182738699072"
"hisablan","hisablan-RAISE-B","1","0.967181726130093"
"hisaplan","hisaplan-RAISE-F","0","0.0143165762217016"
"hisaplan","hisaplan-RAISE-B","6","0.985683423778298"
"hödde","hödde-RAISE-F","127","0.967015069703886"
"hödde","hödde-RAISE-B","0","0.0329849302961145"
"höjjet","höjjet-RAISE-F","121","0.998597862991782"
"höjjet","höjjet-RAISE-B","0","0.00140213700821783"
"hökümet","hökümet-RAISE-F","2470","0.997731472063516"
"hökümet","hökümet-RAISE-B","0","0.00226852793648418"
"höriyet","höriyet-RAISE-F","1","0.993906201962437"
"höriyet","höriyet-RAISE-B","0","0.00609379803756297"
"hörmet","hörmet-RAISE-F","615","0.998644636261241"
"hörmet","hörmet-RAISE-B","0","0.00135536373875918"
"hörmetle","hörmetle-RAISE-F","41","0.898418560427194"
"hörmetle","hörmetle-RAISE-B","0","0.101581439572806"
"hoyla","hoyla-RAISE-F","0","0.00446265192306083"
"hoyla","hoyla-RAISE-B","537","0.995537348076939"
"hüjeyre","hüjeyre-RAISE-F","53","0.97020204337234"
"hüjeyre","hüjeyre-RAISE-B","0","0.0297979566276599"
"hujra","hujra-RAISE-F","0","0.0195004308407721"
"hujra","hujra-RAISE-B","24","0.980499569159228"
"hüner","hüner-RAISE-F","17","0.991940630147143"
"hüner","hüner-RAISE-B","0","0.0080593698528571"
"huwla","huwla-RAISE-F","0","0.0489508888803715"
"huwla","huwla-RAISE-B","5","0.951049111119629"
"huzurlan","huzurlan-RAISE-F","0","0.0163662928319915"
"huzurlan","huzurlan-RAISE-B","11","0.983633707168008"
"i'ane","i'ane-RAISE-F","15","0.995660744255108"
"i'ane","i'ane-RAISE-B","0","0.00433925574489182"
"i'ordaniye","i'ordaniye-RAISE-F","8","0.984713367531255"
"i'ordaniye","i'ordaniye-RAISE-B","0","0.0152866324687445"
"ibadet","ibadet-RAISE-F","18","0.996971921702198"
"ibadet","ibadet-RAISE-B","0","0.00302807829780173"
"ibadetxana","ibadetxana-RAISE-F","1.99999999999999","0.00690804543198331"
"ibadetxana","ibadetxana-RAISE-B","116","0.993091954568017"
"ibare","ibare-RAISE-F","478","0.980282240873203"
"ibare","ibare-RAISE-B","1","0.0197177591267971"
"idare","idare-RAISE-F","913","0.992852829739952"
"idare","idare-RAISE-B","113","0.00714717026004784"
"igelle","igelle-RAISE-F","5","0.990987624587509"
"igelle","igelle-RAISE-B","1","0.00901237541249081"
"ijadiyet","ijadiyet-RAISE-F","417","0.992726807792709"
"ijadiyet","ijadiyet-RAISE-B","2","0.00727319220729126"
"ijare","ijare-RAISE-F","428","0.984117655281451"
"ijare","ijare-RAISE-B","1","0.0158823447185493"
"ijazet","ijazet-RAISE-F","8","0.992235848474678"
"ijazet","ijazet-RAISE-B","0","0.00776415152532206"
"ijazetname","ijazetname-RAISE-F","10","0.767024534245521"
"ijazetname","ijazetname-RAISE-B","2","0.232975465754479"
"ijtima'iyet","ijtima'iyet-RAISE-F","3","0.972486118697779"
"ijtima'iyet","ijtima'iyet-RAISE-B","0","0.0275138813022208"
"ilahe","ilahe-RAISE-F","1","0.97180920869755"
"ilahe","ilahe-RAISE-B","2","0.02819079130245"
"ilawe","ilawe-RAISE-F","11","0.980647776669759"
"ilawe","ilawe-RAISE-B","5","0.0193522233302406"
"ilgharlash","ilgharlash-RAISE-F","0","0.0580069548855457"
"ilgharlash","ilgharlash-RAISE-B","1","0.941993045114454"
"ilhamlan","ilhamlan-RAISE-F","0","0.0187577520206103"
"ilhamlan","ilhamlan-RAISE-B","1","0.98124224797939"
"imaret","imaret-RAISE-F","1","0.995586565132329"
"imaret","imaret-RAISE-B","0","0.00441343486767146"
"imkaniyet","imkaniyet-RAISE-F","624","0.993893427547563"
"imkaniyet","imkaniyet-RAISE-B","0","0.00610657245243721"
"imzala","imzala-RAISE-F","0","0.00602472816596389"
"imzala","imzala-RAISE-B","27","0.993975271834036"
