"Input","Output","Frequency","HarmonicUniformity"
"démokratlash","démokratlash-RAISE-F","0","0.961458651329353"
"démokratlash","démokratlash-RAISE-B","4","0.0385413486706474"
"dende","dende-RAISE-F","2","0.347403662332999"
"dende","dende-RAISE-B","0","0.652596337667001"
"depne","depne-RAISE-F","3","0.00368566283758764"
"depne","depne-RAISE-B","0","0.996314337162412"
"depter","depter-RAISE-F","54","0.013871266585232"
"depter","depter-RAISE-B","0","0.986128733414768"
"derex","derex-RAISE-F","9","0.0053225976107242"
"derex","derex-RAISE-B","0","0.994677402389276"
"derije","derije-RAISE-F","10400","0.0122792059715708"
"derije","derije-RAISE-B","8","0.987720794028429"
"dersxana","dersxana-RAISE-F","1","0.988476403705857"
"dersxana","dersxana-RAISE-B","76","0.0115235962941428"
"derwaza","derwaza-RAISE-F","0","0.995173178177895"
"derwaza","derwaza-RAISE-B","192","0.00482682182210459"
"desmaye","desmaye-RAISE-F","9","0.0249073057207813"
"desmaye","desmaye-RAISE-B","2","0.975092694279219"
"desse","desse-RAISE-F","8","0.0206962948884665"
"desse","desse-RAISE-B","0","0.979303705111533"
"dewet","dewet-RAISE-F","10","0.00150643800165484"
"dewet","dewet-RAISE-B","0","0.998493561998345"
"dewre","dewre-RAISE-F","3","0.213292481426084"
"dewre","dewre-RAISE-B","0","0.786707518573916"
"didarlash","didarlash-RAISE-F","0","0.975748785240105"
"didarlash","didarlash-RAISE-B","3","0.0242512147598946"
"diktatura","diktatura-RAISE-F","0","0.963169048991659"
"diktatura","diktatura-RAISE-B","2","0.0368309510083407"
"diploma","diploma-RAISE-F","0","0.984849020966034"
"diploma","diploma-RAISE-B","10","0.0151509790339657"
"diyanet","diyanet-RAISE-F","3","0.00907491232273562"
"diyanet","diyanet-RAISE-B","0","0.990925087677264"
"dola","dola-RAISE-F","0","0.975459811798157"
"dola","dola-RAISE-B","12","0.0245401882018429"
"dölet","dölet-RAISE-F","1052","0.000235741557396096"
"dölet","dölet-RAISE-B","0","0.999764258442604"
"dollar","dollar-RAISE-F","0","0.998735033012764"
"dollar","dollar-RAISE-B","111","0.00126496698723633"
"dolqunla","dolqunla-RAISE-F","0","0.906561882652986"
"dolqunla","dolqunla-RAISE-B","1","0.0934381173470136"
"domila","domila-RAISE-F","0","0.950925263694781"
"domila","domila-RAISE-B","3","0.0490747363052187"
"doppa","doppa-RAISE-F","0","0.994950430222403"
"doppa","doppa-RAISE-B","74","0.00504956977759718"
"dora","dora-RAISE-F","0","0.996587789256604"
"dora","dora-RAISE-B","336","0.00341221074339637"
"dorixana","dorixana-RAISE-F","0","0.982988611787042"
"dorixana","dorixana-RAISE-B","20","0.017011388212958"
"dostane","dostane-RAISE-F","5","0.689199596982224"
"dostane","dostane-RAISE-B","5","0.310800403017776"
"dostlash","dostlash-RAISE-F","0","0.974317718623458"
"dostlash","dostlash-RAISE-B","2","0.0256822813765424"
"dotey","dotey-RAISE-F","3","0.0290862930675142"
"dotey","dotey-RAISE-B","0","0.970913706932486"
"döwe","döwe-RAISE-F","14","0.0323972619910392"
"döwe","döwe-RAISE-B","0","0.967602738008961"
"döwile","döwile-RAISE-F","1","0.283801280761115"
"döwile","döwile-RAISE-B","0","0.716198719238885"
"doxturxana","doxturxana-RAISE-F","0","0.996839461487979"
"doxturxana","doxturxana-RAISE-B","1255","0.00316053851202081"
"doza","doza-RAISE-F","0","0.939604242922474"
"doza","doza-RAISE-B","1","0.0603957570775264"
"dozax","dozax-RAISE-F","0","0.990434974272816"
"dozax","dozax-RAISE-B","2","0.00956502572718443"
"dukanche","dukanche-RAISE-F","0","0.774943241035967"
"dukanche","dukanche-RAISE-B","2","0.225056758964033"
"dumba","dumba-RAISE-F","4","0.960754580756317"
"dumba","dumba-RAISE-B","0","0.0392454192436833"
"dumbala","dumbala-RAISE-F","0","0.954455550735432"
"dumbala","dumbala-RAISE-B","1","0.0455444492645685"
"dümle","dümle-RAISE-F","3","0.264887092607748"
"dümle","dümle-RAISE-B","0","0.735112907392252"
"dunyawilash","dunyawilash-RAISE-F","0","0.957250424939193"
"dunyawilash","dunyawilash-RAISE-B","2","0.0427495750608072"
"düpülde","düpülde-RAISE-F","3","0.283801280761115"
"düpülde","düpülde-RAISE-B","0","0.716198719238885"
"durdane","durdane-RAISE-F","24","0.308378025936904"
"durdane","durdane-RAISE-B","5","0.691621974063096"
"düshenbe","düshenbe-RAISE-F","38","0.00182014197458573"
"düshenbe","düshenbe-RAISE-B","0","0.998179858025414"
"düshmen","düshmen-RAISE-F","76","0.00237308616354254"
"düshmen","düshmen-RAISE-B","0","0.997626913836457"
"düshmenlesh","düshmenlesh-RAISE-F","9","0.0924659574832741"
"düshmenlesh","düshmenlesh-RAISE-B","0","0.907534042516726"
"duxawa","duxawa-RAISE-F","0","0.956594815467831"
"duxawa","duxawa-RAISE-B","3","0.0434051845321688"
"ede","ede-RAISE-F","1","0.227778913963168"
"ede","ede-RAISE-B","0","0.772221086036832"
"edeb","edeb-RAISE-F","1","0.0285433903323231"
"edeb","edeb-RAISE-B","0","0.971456609667677"
"egeshme","egeshme-RAISE-F","1","0.347403662332999"
"egeshme","egeshme-RAISE-B","0","0.652596337667001"
"ehde","ehde-RAISE-F","8","0.0239980846780671"
"ehde","ehde-RAISE-B","0","0.976001915321933"
"ehdiname","ehdiname-RAISE-F","344","0.118482912977252"
"ehdiname","ehdiname-RAISE-B","33","0.881517087022748"
"ehmed","ehmed-RAISE-F","1","0.00424515626797166"
"ehmed","ehmed-RAISE-B","0","0.995754843732028"
"ehmiyet","ehmiyet-RAISE-F","212","0.00159443304321086"
"ehmiyet","ehmiyet-RAISE-B","0","0.998405566956789"
"ejeblen","ejeblen-RAISE-F","2","0.0612184501129484"
"ejeblen","ejeblen-RAISE-B","0","0.938781549887052"
"ejel","ejel-RAISE-F","2","0.00356350553084042"
"ejel","ejel-RAISE-B","0","0.99643649446916"
"elchixana","elchixana-RAISE-F","3.99999999999999","0.997048935566002"
"elchixana","elchixana-RAISE-B","494","0.00295106443399784"
"elem","elem-RAISE-F","3","0.0045275337665121"
"elem","elem-RAISE-B","0","0.995472466233488"
"ellame","ellame-RAISE-F","0","0.0169308873914024"
"ellame","ellame-RAISE-B","1","0.983069112608598"
"emeliyet","emeliyet-RAISE-F","120","0.00089801965422136"
"emeliyet","emeliyet-RAISE-B","0","0.999101980345779"
"emeliylesh","emeliylesh-RAISE-F","39","0.0307730577038437"
"emeliylesh","emeliylesh-RAISE-B","3","0.969226942296156"
"emiliyet","emiliyet-RAISE-F","10","0.037152468040411"
"emiliyet","emiliyet-RAISE-B","0","0.962847531959589"
"emirzade","emirzade-RAISE-F","1","0.214669306248692"
"emirzade","emirzade-RAISE-B","0","0.785330693751308"
"emle","emle-RAISE-F","3","0.227778913963168"
"emle","emle-RAISE-B","0","0.772221086036832"
"en'ene","en'ene-RAISE-F","1040","0.0122578212457873"
"en'ene","en'ene-RAISE-B","1","0.987742178754213"
"endishe","endishe-RAISE-F","1026","0.00325412080242857"
"endishe","endishe-RAISE-B","0","0.996745879197571"
"endize","endize-RAISE-F","63","0.0325757776812904"
"endize","endize-RAISE-B","0","0.96742422231871"
"enggüshter","enggüshter-RAISE-F","1","0.0238341654383945"
"enggüshter","enggüshter-RAISE-B","0","0.976165834561606"
"ensire","ensire-RAISE-F","151","0.00594048354253911"
"ensire","ensire-RAISE-B","0","0.994059516457461"
"epsane","epsane-RAISE-F","87","0.0211338748636971"
"epsane","epsane-RAISE-B","7","0.978866125136303"
"epsuslan","epsuslan-RAISE-F","0","0.991652314516331"
"epsuslan","epsuslan-RAISE-B","4","0.00834768548366926"
"erdal","erdal-RAISE-F","0","0.952164218504381"
"erdal","erdal-RAISE-B","1","0.0478357814956186"
"erebche","erebche-RAISE-F","29","0.461480347473591"
"erebche","erebche-RAISE-B","0","0.538519652526409"
"érenshe","érenshe-RAISE-F","2","0.347403662332999"
"érenshe","érenshe-RAISE-B","0","0.652596337667001"
"erméniye","erméniye-RAISE-F","1","0.0214683800259015"
"erméniye","erméniye-RAISE-B","0","0.978531619974098"
"erzan","erzan-RAISE-F","4","0.954773834857676"
"erzan","erzan-RAISE-B","0","0.0452261651423236"
"erzanlash","erzanlash-RAISE-F","0","0.928923678306915"
"erzanlash","erzanlash-RAISE-B","1","0.0710763216930852"
"erze","erze-RAISE-F","84","0.0419023298107631"
"erze","erze-RAISE-B","0","0.958097670189237"
"erziyet","erziyet-RAISE-F","1","0.00795852488392759"
"erziyet","erziyet-RAISE-B","0","0.992041475116072"
"eser","eser-RAISE-F","450","0.0011158801100681"
"eser","eser-RAISE-B","0","0.998884119889932"
"ésilzade","ésilzade-RAISE-F","21","0.0707995270982448"
"ésilzade","ésilzade-RAISE-B","0","0.929200472901755"
"eskertme","eskertme-RAISE-F","6","0.192511879285394"
"eskertme","eskertme-RAISE-B","0","0.807488120714607"
"esle","esle-RAISE-F","101","0.0055793639920555"
"esle","esle-RAISE-B","1","0.994420636007945"
"eslet","eslet-RAISE-F","61","0.0420304503227513"
"eslet","eslet-RAISE-B","0","0.957969549677249"
"esletme","esletme-RAISE-F","14","0.151499847879878"
"esletme","esletme-RAISE-B","0","0.848500152120122"
"eslime","eslime-RAISE-F","440","0.0392293783947261"
"eslime","eslime-RAISE-B","1","0.960770621605274"
"esne","esne-RAISE-F","7","0.23793682437028"
"esne","esne-RAISE-B","0","0.76206317562972"
"éstoniye","éstoniye-RAISE-F","7","0.0197034361622772"
"éstoniye","éstoniye-RAISE-B","0","0.980296563837723"
"ete","ete-RAISE-F","68","0.0360835127917184"
"ete","ete-RAISE-B","0","0.963916487208282"
"étikapxana","étikapxana-RAISE-F","0","0.949350648644307"
"étikapxana","étikapxana-RAISE-B","2","0.0506493513556929"
"etret","etret-RAISE-F","89","0.0189091572757245"
"etret","etret-RAISE-B","0","0.981090842724275"
"ewre","ewre-RAISE-F","2","0.124877744613802"
"ewre","ewre-RAISE-B","0","0.875122255386198"
"ewret","ewret-RAISE-F","6","0.0637529848421284"
"ewret","ewret-RAISE-B","0","0.936247015157872"
"ewrez","ewrez-RAISE-F","1","0.0257569451096709"
"ewrez","ewrez-RAISE-B","0","0.974243054890329"
"exlet","exlet-RAISE-F","1","0.00505333690762863"
"exlet","exlet-RAISE-B","0","0.994946663092371"
"exletxana","exletxana-RAISE-F","0","0.978005025135347"
"exletxana","exletxana-RAISE-B","7","0.0219949748646526"
"eyiblen","eyiblen-RAISE-F","26","0.0584232251428602"
"eyiblen","eyiblen-RAISE-B","0","0.94157677485714"
"eyibname","eyibname-RAISE-F","67","0.183516219961931"
"eyibname","eyibname-RAISE-B","2","0.816483780038069"
"eymen","eymen-RAISE-F","18","0.0435591286157729"
"eymen","eymen-RAISE-B","0","0.956440871384227"
"ezel","ezel-RAISE-F","1","0.00181348917629817"
"ezel","ezel-RAISE-B","0","0.998186510823702"
"ezizle","ezizle-RAISE-F","6","0.211495824040857"
"ezizle","ezizle-RAISE-B","0","0.788504175959143"
"famile","famile-RAISE-F","308","0.0340781691927847"
"famile","famile-RAISE-B","3","0.965921830807215"
"faza","faza-RAISE-F","0","0.958724816220085"
"faza","faza-RAISE-B","4","0.0412751837799149"
"figura","figura-RAISE-F","0","0.986426222501324"
"figura","figura-RAISE-B","57","0.0135737774986759"
"finlandiye","finlandiye-RAISE-F","10","0.00957036417521737"
"finlandiye","finlandiye-RAISE-B","0","0.990429635824783"
"forma","forma-RAISE-F","1","0.99100848062324"
"forma","forma-RAISE-B","39","0.00899151937675957"
"formula","formula-RAISE-F","0","0.982879801739532"
"formula","formula-RAISE-B","8","0.0171201982604683"
"fruktoza","fruktoza-RAISE-F","0","0.921543281419709"
"fruktoza","fruktoza-RAISE-B","2","0.0784567185802915"
"gacha","gacha-RAISE-F","0","0.94625109832287"
"gacha","gacha-RAISE-B","2","0.0537489016771301"
"gazarma","gazarma-RAISE-F","1","0.985131233587486"
"gazarma","gazarma-RAISE-B","41","0.0148687664125143"
"gé'ométiriye","gé'ométiriye-RAISE-F","2","0.0614582417771922"
"gé'ométiriye","gé'ométiriye-RAISE-B","0","0.938541758222808"
"geden","geden-RAISE-F","11","0.118109634241823"
"geden","geden-RAISE-B","0","0.881890365758177"
"geme","geme-RAISE-F","34","0.0569827126325878"
"geme","geme-RAISE-B","0","0.943017287367412"
"gende","gende-RAISE-F","2","0.108644439310556"
"gende","gende-RAISE-B","0","0.891355560689444"
"geplesh","geplesh-RAISE-F","5","0.0787037765340477"
"geplesh","geplesh-RAISE-B","0","0.921296223465952"
"gewde","gewde-RAISE-F","441","0.016021389963167"
"gewde","gewde-RAISE-B","0","0.983978610036833"
"gewdilen","gewdilen-RAISE-F","7","0.0399104769989792"
"gewdilen","gewdilen-RAISE-B","0","0.960089523001021"
"gewdilesh","gewdilesh-RAISE-F","4","0.1438305523263"
"gewdilesh","gewdilesh-RAISE-B","0","0.8561694476737"
"gézende","gézende-RAISE-F","3","0.086145447276191"
"gézende","gézende-RAISE-B","0","0.913854552723809"
"gézitxana","gézitxana-RAISE-F","0","0.985899196096724"
"gézitxana","gézitxana-RAISE-B","31","0.0141008039032757"
"gezle","gezle-RAISE-F","2","0.347403662332999"
"gezle","gezle-RAISE-B","0","0.652596337667001"
"ghaday","ghaday-RAISE-F","0","0.930274237048465"
"ghaday","ghaday-RAISE-B","1","0.0697257629515345"
"ghalcha","ghalcha-RAISE-F","0","0.982593400894853"
"ghalcha","ghalcha-RAISE-B","16","0.0174065991051473"
"ghalibiyet","ghalibiyet-RAISE-F","11","0.00216334554940671"
"ghalibiyet","ghalibiyet-RAISE-B","0","0.997836654450593"
"ghaye","ghaye-RAISE-F","189","0.0178290936013368"
"ghaye","ghaye-RAISE-B","4","0.982170906398663"
"ghayiwilesh","ghayiwilesh-RAISE-F","0","0.416961492576243"
"ghayiwilesh","ghayiwilesh-RAISE-B","1","0.583038507423757"
"ghazat","ghazat-RAISE-F","0","0.991557831274841"
"ghazat","ghazat-RAISE-B","13","0.00844216872515868"
"ghelbe","ghelbe-RAISE-F","138","0.0214492598029373"
"ghelbe","ghelbe-RAISE-B","0","0.978550740197063"
"ghelibe","ghelibe-RAISE-F","438","0.00662599544528329"
"ghelibe","ghelibe-RAISE-B","0","0.993374004554717"
"ghelite","ghelite-RAISE-F","30","0.142119368484481"
"ghelite","ghelite-RAISE-B","1","0.857880631515519"
"ghemle","ghemle-RAISE-F","1","0.416961492576243"
"ghemle","ghemle-RAISE-B","0","0.583038507423757"
"gherez","gherez-RAISE-F","49","0.00741934423236111"
"gherez","gherez-RAISE-B","0","0.992580655767639"
"ghéribane","ghéribane-RAISE-F","0","0.267576581171064"
"ghéribane","ghéribane-RAISE-B","1","0.732423418828936"
"ghezel","ghezel-RAISE-F","12","0.00909486035774869"
"ghezel","ghezel-RAISE-B","0","0.990905139642251"
"ghezep","ghezep-RAISE-F","20","0.00806126588118635"
"ghezep","ghezep-RAISE-B","0","0.991938734118814"
"ghezeplen","ghezeplen-RAISE-F","3","0.0236438273010807"
"ghezeplen","ghezeplen-RAISE-B","0","0.976356172698919"
"ghezze","ghezze-RAISE-F","3","0.0436631240434715"
"ghezze","ghezze-RAISE-B","0","0.956336875956528"
"ghizalan","ghizalan-RAISE-F","0","0.987687237699024"
"ghizalan","ghizalan-RAISE-B","18","0.0123127623009764"
"ghora","ghora-RAISE-F","0","0.960143975141535"
"ghora","ghora-RAISE-B","2","0.039856024858465"
"ghula","ghula-RAISE-F","0","0.975610242459097"
"ghula","ghula-RAISE-B","8","0.0243897575409028"
"ghulghula","ghulghula-RAISE-F","0","0.997583913033105"
"ghulghula","ghulghula-RAISE-B","61","0.00241608696689499"
"ghulja","ghulja-RAISE-F","0.999999999999973","0.998424771894613"
"ghulja","ghulja-RAISE-B","902","0.00157522810538679"
"ghusse","ghusse-RAISE-F","1","0.160872207239935"
"ghusse","ghusse-RAISE-B","0","0.839127792760065"
"girmaniye","girmaniye-RAISE-F","4","0.0239699951189624"
"girmaniye","girmaniye-RAISE-B","0","0.976030004881038"
"golla","golla-RAISE-F","0","0.94625109832287"
"golla","golla-RAISE-B","2","0.0537489016771301"
"gorilla","gorilla-RAISE-F","0","0.881232687269075"
"gorilla","gorilla-RAISE-B","1","0.118767312730925"
"güldürle","güldürle-RAISE-F","3","0.213292481426084"
"güldürle","güldürle-RAISE-B","0","0.786707518573916"
"güldürmama","güldürmama-RAISE-F","0","0.96462432925975"
"güldürmama","güldürmama-RAISE-B","4","0.0353756707402501"
"güldürme","güldürme-RAISE-F","1","0.416961492576243"
"güldürme","güldürme-RAISE-B","0","0.583038507423757"
"gülle","gülle-RAISE-F","1","0.0206782508401674"
"gülle","gülle-RAISE-B","0","0.979321749159833"
"gülxana","gülxana-RAISE-F","0","0.92889154154371"
"gülxana","gülxana-RAISE-B","1","0.0711084584562904"
"gumanlan","gumanlan-RAISE-F","0","0.989572473260498"
"gumanlan","gumanlan-RAISE-B","33","0.0104275267395015"
"gümbez","gümbez-RAISE-F","3","0.0116336345031516"
"gümbez","gümbez-RAISE-B","0","0.988366365496848"
"gumpa","gumpa-RAISE-F","0","0.973320477651646"
"gumpa","gumpa-RAISE-B","2","0.0266795223483544"
"gundixana","gundixana-RAISE-F","0","0.908598366177253"
"gundixana","gundixana-RAISE-B","1","0.0914016338227466"
"guruppa","guruppa-RAISE-F","0.999999999999969","0.99786301344723"
"guruppa","guruppa-RAISE-B","954","0.00213698655276973"
"guwahname","guwahname-RAISE-F","28","0.135052534229364"
"guwahname","guwahname-RAISE-B","1","0.864947465770636"
"hadise","hadise-RAISE-F","970","0.00758291433038845"
"hadise","hadise-RAISE-B","4","0.992417085669612"
"hajet","hajet-RAISE-F","17","0.00386744153785979"
"hajet","hajet-RAISE-B","0","0.99613255846214"
"hajetxana","hajetxana-RAISE-F","0","0.990400480376123"
"hajetxana","hajetxana-RAISE-B","46","0.00959951962387717"
"halawet","halawet-RAISE-F","1","0.0273454982524785"
"halawet","halawet-RAISE-B","0","0.972654501747522"
"halet","halet-RAISE-F","701","0.00215381532146479"
"halet","halet-RAISE-B","6","0.997846184678535"
"halsizlan","halsizlan-RAISE-F","0","0.958724816220085"
"halsizlan","halsizlan-RAISE-B","3","0.0412751837799149"
"hamile","hamile-RAISE-F","13","0.0228083489972693"
"hamile","hamile-RAISE-B","0","0.977191651002731"
"hangra","hangra-RAISE-F","0","0.954455550735432"
"hangra","hangra-RAISE-B","3","0.0455444492645685"
"haqaret","haqaret-RAISE-F","8","0.00326803685071551"
"haqaret","haqaret-RAISE-B","0","0.996731963149284"
"haqaretle","haqaretle-RAISE-F","19","0.122831973094095"
"haqaretle","haqaretle-RAISE-B","0","0.877168026905905"
"haramzade","haramzade-RAISE-F","2","0.0614582417771922"
"haramzade","haramzade-RAISE-B","0","0.938541758222808"
"hararet","hararet-RAISE-F","3","0.0348568676176532"
"hararet","hararet-RAISE-B","0","0.965143132382347"
"harpa","harpa-RAISE-F","0","0.995854307208234"
"harpa","harpa-RAISE-B","1543","0.0041456927917658"
"harwa","harwa-RAISE-F","0","0.991332556279253"
"harwa","harwa-RAISE-B","84","0.00866744372074679"
"hasa","hasa-RAISE-F","0","0.988800099216203"
"hasa","hasa-RAISE-B","23","0.0111999007837972"
"hashar","hashar-RAISE-F","0","0.993718224690186"
"hashar","hashar-RAISE-B","5","0.00628177530981444"
"hasharcha","hasharcha-RAISE-F","0","0.959538329269646"
"hasharcha","hasharcha-RAISE-B","4","0.0404616707303539"
"hasira","hasira-RAISE-F","0","0.906561882652986"
"hasira","hasira-RAISE-B","1","0.0934381173470136"
"hawale","hawale-RAISE-F","3","0.00259520393291049"
"hawale","hawale-RAISE-B","1","0.99740479606709"
"hawsha","hawsha-RAISE-F","0","0.954455550735432"
"hawsha","hawsha-RAISE-B","1","0.0455444492645685"
"hayajan","hayajan-RAISE-F","0","0.997571614318684"
"hayajan","hayajan-RAISE-B","2","0.00242838568131565"
"hayajanlan","hayajanlan-RAISE-F","0","0.98951553279116"
"hayajanlan","hayajanlan-RAISE-B","5","0.0104844672088398"
"hayan","hayan-RAISE-F","0","0.937990412678485"
"hayan","hayan-RAISE-B","2","0.0620095873215148"
"hazar","hazar-RAISE-F","0","0.980303232747344"
"hazar","hazar-RAISE-B","3","0.0196967672526563"
"hazirla","hazirla-RAISE-F","0","0.996057677058447"
"hazirla","hazirla-RAISE-B","24","0.00394232294155283"
"héchnerse","héchnerse-RAISE-F","41","0.00820785738356938"
"héchnerse","héchnerse-RAISE-B","0","0.991792142616431"
"hediye","hediye-RAISE-F","7","0.00223259410894566"
"hediye","hediye-RAISE-B","0","0.997767405891054"
"hejile","hejile-RAISE-F","1","0.416961492576243"
"hejile","hejile-RAISE-B","0","0.583038507423757"
"hékaye","hékaye-RAISE-F","535","0.00810966854716837"
"hékaye","hékaye-RAISE-B","20","0.991890331452832"
"hemdusana","hemdusana-RAISE-F","0","0.963184156164151"
"hemdusana","hemdusana-RAISE-B","1","0.0368158438358493"
"hemkarlash","hemkarlash-RAISE-F","0","0.995928680291238"
"hemkarlash","hemkarlash-RAISE-B","201","0.00407131970876229"
"hemme","hemme-RAISE-F","586","0.0235152249482364"
"hemme","hemme-RAISE-B","0","0.976484775051764"
"hemshire","hemshire-RAISE-F","10","0.101328254634537"
"hemshire","hemshire-RAISE-B","0","0.898671745365463"
"hemze","hemze-RAISE-F","4","0.0244188638296031"
"hemze","hemze-RAISE-B","0","0.975581136170397"
"hepse","hepse-RAISE-F","22","0.130111909683682"
"hepse","hepse-RAISE-B","0","0.869888090316318"
"hepte","hepte-RAISE-F","1745","0.00267542298442737"
"hepte","hepte-RAISE-B","0","0.997324577015573"
"heqqaniyet","heqqaniyet-RAISE-F","3","0.0049605234806317"
"heqqaniyet","heqqaniyet-RAISE-B","0","0.995039476519368"
"here","here-RAISE-F","19","0.0309747437061008"
"here","here-RAISE-B","0","0.969025256293899"
"heriketlen","heriketlen-RAISE-F","14","0.0808726485046211"
"heriketlen","heriketlen-RAISE-B","0","0.919127351495379"
"hésabla","hésabla-RAISE-F","0","0.994605162209689"
"hésabla","hésabla-RAISE-B","94","0.00539483779031136"
"hésapla","hésapla-RAISE-F","0","0.996613060943552"
"hésapla","hésapla-RAISE-B","39","0.00338693905644816"
"hésaplan","hésaplan-RAISE-F","0","0.995701463996914"
"hésaplan","hésaplan-RAISE-B","94","0.00429853600308638"
"hesret","hesret-RAISE-F","27","0.00624720145618338"
"hesret","hesret-RAISE-B","0","0.993752798543817"
"hesretlen","hesretlen-RAISE-F","5","0.12052313900064"
"hesretlen","hesretlen-RAISE-B","0","0.87947686099936"
"hesse","hesse-RAISE-F","215","0.00279111182326466"
"hesse","hesse-RAISE-B","0","0.997208888176735"
"hewes","hewes-RAISE-F","1","0.00477864395947442"
"hewes","hewes-RAISE-B","0","0.995221356040526"
"hey'et","hey'et-RAISE-F","49","0.00440272154474191"
"hey'et","hey'et-RAISE-B","0","0.995597278455258"
"heyde","heyde-RAISE-F","24","0.0140193582068116"
"heyde","heyde-RAISE-B","0","0.985980641793188"
"heywe","heywe-RAISE-F","19","0.0112351880947452"
"heywe","heywe-RAISE-B","0","0.988764811905255"
"heywet","heywet-RAISE-F","1","0.00503541453803548"
"heywet","heywet-RAISE-B","0","0.994964585461965"
"hidayet","hidayet-RAISE-F","5","0.00765497326274221"
"hidayet","hidayet-RAISE-B","0","0.992345026737258"
"hikaye","hikaye-RAISE-F","51","0.0403950019959476"
"hikaye","hikaye-RAISE-B","6","0.959604998004052"
"himaye","himaye-RAISE-F","177","0.0028096079591501"
"himaye","himaye-RAISE-B","0","0.99719039204085"
"hindunéziye","hindunéziye-RAISE-F","1","0.146289537530077"
"hindunéziye","hindunéziye-RAISE-B","0","0.853710462469923"
"hisablan","hisablan-RAISE-F","0","0.975221281077454"
"hisablan","hisablan-RAISE-B","1","0.0247787189225461"
"hisaplan","hisaplan-RAISE-F","0","0.986505386114737"
"hisaplan","hisaplan-RAISE-B","6","0.0134946138852634"
"hödde","hödde-RAISE-F","127","0.0329610342491629"
"hödde","hödde-RAISE-B","0","0.967038965750837"
"höjjet","höjjet-RAISE-F","121","0.00104600160185897"
"höjjet","höjjet-RAISE-B","0","0.998953998398141"
"hökümet","hökümet-RAISE-F","2470","0.00188750960625397"
"hökümet","hökümet-RAISE-B","0","0.998112490393746"
"höriyet","höriyet-RAISE-F","1","0.00896171082645188"
"höriyet","höriyet-RAISE-B","0","0.991038289173548"
"hörmet","hörmet-RAISE-F","615","0.000953155646248667"
"hörmet","hörmet-RAISE-B","0","0.999046844353751"
"hörmetle","hörmetle-RAISE-F","41","0.0932350386734089"
"hörmetle","hörmetle-RAISE-B","0","0.906764961326591"
"hoyla","hoyla-RAISE-F","0","0.995143225624014"
"hoyla","hoyla-RAISE-B","537","0.00485677437598586"
"hüjeyre","hüjeyre-RAISE-F","53","0.0320327603104757"
"hüjeyre","hüjeyre-RAISE-B","0","0.967967239689524"
"hujra","hujra-RAISE-F","0","0.980118487717299"
"hujra","hujra-RAISE-B","24","0.019881512282701"
"hüner","hüner-RAISE-F","17","0.00829684404833495"
"hüner","hüner-RAISE-B","0","0.991703155951665"
"huwla","huwla-RAISE-F","0","0.965787895396233"
"huwla","huwla-RAISE-B","5","0.0342121046037672"
"huzurlan","huzurlan-RAISE-F","0","0.984707386998258"
"huzurlan","huzurlan-RAISE-B","11","0.0152926130017416"
"i'ane","i'ane-RAISE-F","15","0.00523767136886015"
"i'ane","i'ane-RAISE-B","0","0.99476232863114"
"i'ordaniye","i'ordaniye-RAISE-F","8","0.0237977722140776"
"i'ordaniye","i'ordaniye-RAISE-B","0","0.976202227785922"
"ibadet","ibadet-RAISE-F","18","0.0029870162341019"
"ibadet","ibadet-RAISE-B","0","0.997012983765898"
"ibadetxana","ibadetxana-RAISE-F","1.99999999999999","0.992714478294404"
"ibadetxana","ibadetxana-RAISE-B","116","0.00728552170559593"
"ibare","ibare-RAISE-F","478","0.0197463868987477"
"ibare","ibare-RAISE-B","1","0.980253613101252"
"idare","idare-RAISE-F","913","0.00680811536885969"
"idare","idare-RAISE-B","113","0.99319188463114"
"igelle","igelle-RAISE-F","5","0.0124543078529915"
"igelle","igelle-RAISE-B","1","0.987545692147008"
"ijadiyet","ijadiyet-RAISE-F","417","0.00683633320569513"
"ijadiyet","ijadiyet-RAISE-B","2","0.993163666794305"
"ijare","ijare-RAISE-F","428","0.0161076346823621"
"ijare","ijare-RAISE-B","1","0.983892365317638"
"ijazet","ijazet-RAISE-F","8","0.00953692942187231"
"ijazet","ijazet-RAISE-B","0","0.990463070578128"
"ijazetname","ijazetname-RAISE-F","10","0.236468682989784"
"ijazetname","ijazetname-RAISE-B","2","0.763531317010216"
"ijtima'iyet","ijtima'iyet-RAISE-F","3","0.0426839400243865"
"ijtima'iyet","ijtima'iyet-RAISE-B","0","0.957316059975614"
"ilahe","ilahe-RAISE-F","1","0.0496183913844987"
"ilahe","ilahe-RAISE-B","2","0.950381608615501"
"ilawe","ilawe-RAISE-F","11","0.0254494231285661"
"ilawe","ilawe-RAISE-B","5","0.974550576871434"
"ilgharlash","ilgharlash-RAISE-F","0","0.952806089166376"
"ilgharlash","ilgharlash-RAISE-B","1","0.0471939108336241"
"ilhamlan","ilhamlan-RAISE-F","0","0.974040262896974"
"ilhamlan","ilhamlan-RAISE-B","1","0.0259597371030262"
"imaret","imaret-RAISE-F","1","0.0057433675288824"
"imaret","imaret-RAISE-B","0","0.994256632471118"
"imkaniyet","imkaniyet-RAISE-F","624","0.00559363556219531"
"imkaniyet","imkaniyet-RAISE-B","0","0.994406364437805"
"imzala","imzala-RAISE-F","0","0.993481449211289"
"imzala","imzala-RAISE-B","27","0.00651855078871122"
