"","","","*Unraised","HarmonizeBack","HarmonizeFront"
"","ghayiwilesh-RAISE-F","0","","",""
"","ghayiwilesh-RAISE-B","1","","","1"
"ghazat","ghazat-F","0","1","1",""
"","ghazat-B","0","1","",""
"","ghazat-RAISE-F","0","","1",""
"","ghazat-RAISE-B","13","","",""
"ghelbe","ghelbe-F","0","1","",""
"","ghelbe-B","0","1","","1"
"","ghelbe-RAISE-F","138","","",""
"","ghelbe-RAISE-B","0","","","1"
"ghelibe","ghelibe-F","0","1","",""
"","ghelibe-B","0","1","","1"
"","ghelibe-RAISE-F","438","","",""
"","ghelibe-RAISE-B","0","","","1"
"ghelite","ghelite-F","0","1","",""
"","ghelite-B","0","1","","1"
"","ghelite-RAISE-F","30","","",""
"","ghelite-RAISE-B","1","","","1"
"ghemle","ghemle-F","0","1","",""
"","ghemle-B","0","1","","1"
"","ghemle-RAISE-F","1","","",""
"","ghemle-RAISE-B","0","","","1"
"gherez","gherez-F","0","1","",""
"","gherez-B","0","1","","1"
"","gherez-RAISE-F","49","","",""
"","gherez-RAISE-B","0","","","1"
"ghéribane","ghéribane-F","0","1","",""
"","ghéribane-B","0","1","","1"
"","ghéribane-RAISE-F","0","","",""
"","ghéribane-RAISE-B","1","","","1"
"ghezel","ghezel-F","0","1","",""
"","ghezel-B","0","1","","1"
"","ghezel-RAISE-F","12","","",""
"","ghezel-RAISE-B","0","","","1"
"ghezep","ghezep-F","0","1","",""
"","ghezep-B","0","1","","1"
"","ghezep-RAISE-F","20","","",""
"","ghezep-RAISE-B","0","","","1"
"ghezeplen","ghezeplen-F","0","1","",""
"","ghezeplen-B","0","1","","1"
"","ghezeplen-RAISE-F","3","","",""
"","ghezeplen-RAISE-B","0","","","1"
"ghezze","ghezze-F","0","1","",""
"","ghezze-B","0","1","","1"
"","ghezze-RAISE-F","3","","",""
"","ghezze-RAISE-B","0","","","1"
"ghizalan","ghizalan-F","0","1","1",""
"","ghizalan-B","0","1","",""
"","ghizalan-RAISE-F","0","","1",""
"","ghizalan-RAISE-B","18","","",""
"ghora","ghora-F","0","1","1",""
"","ghora-B","0","1","",""
"","ghora-RAISE-F","0","","1",""
"","ghora-RAISE-B","2","","",""
"ghula","ghula-F","0","1","1",""
"","ghula-B","0","1","",""
"","ghula-RAISE-F","0","","1",""
"","ghula-RAISE-B","8","","",""
"ghulghula","ghulghula-F","0","1","1",""
"","ghulghula-B","0","1","",""
"","ghulghula-RAISE-F","0","","1",""
"","ghulghula-RAISE-B","61","","",""
"ghulja","ghulja-F","0","1","1",""
"","ghulja-B","0","1","",""
"","ghulja-RAISE-F","0.999999999999973","","1",""
"","ghulja-RAISE-B","902","","",""
"ghusse","ghusse-F","0","1","",""
"","ghusse-B","0","1","","1"
"","ghusse-RAISE-F","1","","",""
"","ghusse-RAISE-B","0","","","1"
"girmaniye","girmaniye-F","0","1","",""
"","girmaniye-B","0","1","","1"
"","girmaniye-RAISE-F","4","","",""
"","girmaniye-RAISE-B","0","","","1"
"golla","golla-F","0","1","1",""
"","golla-B","0","1","",""
"","golla-RAISE-F","0","","1",""
"","golla-RAISE-B","2","","",""
"gorilla","gorilla-F","0","1","1",""
"","gorilla-B","0","1","",""
"","gorilla-RAISE-F","0","","1",""
"","gorilla-RAISE-B","1","","",""
"güldürle","güldürle-F","0","1","",""
"","güldürle-B","0","1","","1"
"","güldürle-RAISE-F","3","","",""
"","güldürle-RAISE-B","0","","","1"
"güldürmama","güldürmama-F","0","1","1",""
"","güldürmama-B","0","1","",""
"","güldürmama-RAISE-F","0","","1",""
"","güldürmama-RAISE-B","4","","",""
"güldürme","güldürme-F","0","1","",""
"","güldürme-B","0","1","","1"
"","güldürme-RAISE-F","1","","",""
"","güldürme-RAISE-B","0","","","1"
"gülle","gülle-F","0","1","",""
"","gülle-B","0","1","","1"
"","gülle-RAISE-F","1","","",""
"","gülle-RAISE-B","0","","","1"
"gülxana","gülxana-F","0","1","1",""
"","gülxana-B","0","1","",""
"","gülxana-RAISE-F","0","","1",""
"","gülxana-RAISE-B","1","","",""
"gumanlan","gumanlan-F","0","1","1",""
"","gumanlan-B","0","1","",""
"","gumanlan-RAISE-F","0","","1",""
"","gumanlan-RAISE-B","33","","",""
"gümbez","gümbez-F","0","1","",""
"","gümbez-B","0","1","","1"
"","gümbez-RAISE-F","3","","",""
"","gümbez-RAISE-B","0","","","1"
"gumpa","gumpa-F","0","1","1",""
"","gumpa-B","0","1","",""
"","gumpa-RAISE-F","0","","1",""
"","gumpa-RAISE-B","2","","",""
"gundixana","gundixana-F","0","1","1",""
"","gundixana-B","0","1","",""
"","gundixana-RAISE-F","0","","1",""
"","gundixana-RAISE-B","1","","",""
"guruppa","guruppa-F","0","1","1",""
"","guruppa-B","0","1","",""
"","guruppa-RAISE-F","0.999999999999969","","1",""
"","guruppa-RAISE-B","954","","",""
"guwahname","guwahname-F","0","1","",""
"","guwahname-B","0","1","","1"
"","guwahname-RAISE-F","28","","",""
"","guwahname-RAISE-B","1","","","1"
"hadise","hadise-F","0","1","",""
"","hadise-B","0","1","","1"
"","hadise-RAISE-F","970","","",""
"","hadise-RAISE-B","4","","","1"
"hajet","hajet-F","0","1","",""
"","hajet-B","0","1","","1"
"","hajet-RAISE-F","17","","",""
"","hajet-RAISE-B","0","","","1"
"hajetxana","hajetxana-F","0","1","1",""
"","hajetxana-B","0","1","",""
"","hajetxana-RAISE-F","0","","1",""
"","hajetxana-RAISE-B","46","","",""
"halawet","halawet-F","0","1","",""
"","halawet-B","0","1","","1"
"","halawet-RAISE-F","1","","",""
"","halawet-RAISE-B","0","","","1"
"halet","halet-F","0","1","",""
"","halet-B","0","1","","1"
"","halet-RAISE-F","701","","",""
"","halet-RAISE-B","6","","","1"
"halsizlan","halsizlan-F","0","1","1",""
"","halsizlan-B","0","1","",""
"","halsizlan-RAISE-F","0","","1",""
"","halsizlan-RAISE-B","3","","",""
"hamile","hamile-F","0","1","",""
"","hamile-B","0","1","","1"
"","hamile-RAISE-F","13","","",""
"","hamile-RAISE-B","0","","","1"
"hangra","hangra-F","0","1","1",""
"","hangra-B","0","1","",""
"","hangra-RAISE-F","0","","1",""
"","hangra-RAISE-B","3","","",""
"haqaret","haqaret-F","0","1","",""
"","haqaret-B","0","1","","1"
"","haqaret-RAISE-F","8","","",""
"","haqaret-RAISE-B","0","","","1"
"haqaretle","haqaretle-F","0","1","",""
"","haqaretle-B","0","1","","1"
"","haqaretle-RAISE-F","19","","",""
"","haqaretle-RAISE-B","0","","","1"
"haramzade","haramzade-F","0","1","",""
"","haramzade-B","0","1","","1"
"","haramzade-RAISE-F","2","","",""
"","haramzade-RAISE-B","0","","","1"
"hararet","hararet-F","0","1","",""
"","hararet-B","0","1","","1"
"","hararet-RAISE-F","3","","",""
"","hararet-RAISE-B","0","","","1"
"harpa","harpa-F","0","1","1",""
"","harpa-B","0","1","",""
"","harpa-RAISE-F","0","","1",""
"","harpa-RAISE-B","1543","","",""
"harwa","harwa-F","0","1","1",""
"","harwa-B","0","1","",""
"","harwa-RAISE-F","0","","1",""
"","harwa-RAISE-B","84","","",""
"hasa","hasa-F","0","1","1",""
"","hasa-B","0","1","",""
"","hasa-RAISE-F","0","","1",""
"","hasa-RAISE-B","23","","",""
"hashar","hashar-F","0","1","1",""
"","hashar-B","0","1","",""
"","hashar-RAISE-F","0","","1",""
"","hashar-RAISE-B","5","","",""
"hasharcha","hasharcha-F","0","1","1",""
"","hasharcha-B","0","1","",""
"","hasharcha-RAISE-F","0","","1",""
"","hasharcha-RAISE-B","4","","",""
"hasira","hasira-F","0","1","1",""
"","hasira-B","0","1","",""
"","hasira-RAISE-F","0","","1",""
"","hasira-RAISE-B","1","","",""
"hawale","hawale-F","0","1","",""
"","hawale-B","0","1","","1"
"","hawale-RAISE-F","3","","",""
"","hawale-RAISE-B","1","","","1"
"hawsha","hawsha-F","0","1","1",""
"","hawsha-B","0","1","",""
"","hawsha-RAISE-F","0","","1",""
"","hawsha-RAISE-B","1","","",""
"hayajan","hayajan-F","0","1","1",""
"","hayajan-B","0","1","",""
"","hayajan-RAISE-F","0","","1",""
"","hayajan-RAISE-B","2","","",""
"hayajanlan","hayajanlan-F","0","1","1",""
"","hayajanlan-B","0","1","",""
"","hayajanlan-RAISE-F","0","","1",""
"","hayajanlan-RAISE-B","5","","",""
"hayan","hayan-F","0","1","1",""
"","hayan-B","0","1","",""
"","hayan-RAISE-F","0","","1",""
"","hayan-RAISE-B","2","","",""
"hazar","hazar-F","0","1","1",""
"","hazar-B","0","1","",""
"","hazar-RAISE-F","0","","1",""
"","hazar-RAISE-B","3","","",""
"hazirla","hazirla-F","0","1","1",""
"","hazirla-B","0","1","",""
"","hazirla-RAISE-F","0","","1",""
"","hazirla-RAISE-B","24","","",""
"héchnerse","héchnerse-F","0","1","",""
"","héchnerse-B","0","1","","1"
"","héchnerse-RAISE-F","41","","",""
"","héchnerse-RAISE-B","0","","","1"
"hediye","hediye-F","0","1","",""
"","hediye-B","0","1","","1"
"","hediye-RAISE-F","7","","",""
"","hediye-RAISE-B","0","","","1"
"hejile","hejile-F","0","1","",""
"","hejile-B","0","1","","1"
"","hejile-RAISE-F","1","","",""
"","hejile-RAISE-B","0","","","1"
"hékaye","hékaye-F","0","1","",""
"","hékaye-B","0","1","","1"
"","hékaye-RAISE-F","535","","",""
"","hékaye-RAISE-B","20","","","1"
"hemdusana","hemdusana-F","0","1","1",""
"","hemdusana-B","0","1","",""
"","hemdusana-RAISE-F","0","","1",""
"","hemdusana-RAISE-B","1","","",""
"hemkarlash","hemkarlash-F","0","1","1",""
"","hemkarlash-B","0","1","",""
"","hemkarlash-RAISE-F","0","","1",""
"","hemkarlash-RAISE-B","201","","",""
"hemme","hemme-F","0","1","",""
"","hemme-B","0","1","","1"
"","hemme-RAISE-F","586","","",""
"","hemme-RAISE-B","0","","","1"
"hemshire","hemshire-F","0","1","",""
"","hemshire-B","0","1","","1"
"","hemshire-RAISE-F","10","","",""
"","hemshire-RAISE-B","0","","","1"
"hemze","hemze-F","0","1","",""
"","hemze-B","0","1","","1"
"","hemze-RAISE-F","4","","",""
"","hemze-RAISE-B","0","","","1"
"hepse","hepse-F","0","1","",""
"","hepse-B","0","1","","1"
"","hepse-RAISE-F","22","","",""
"","hepse-RAISE-B","0","","","1"
"hepte","hepte-F","0","1","",""
"","hepte-B","0","1","","1"
"","hepte-RAISE-F","1745","","",""
"","hepte-RAISE-B","0","","","1"
"heqqaniyet","heqqaniyet-F","0","1","",""
"","heqqaniyet-B","0","1","","1"
"","heqqaniyet-RAISE-F","3","","",""
"","heqqaniyet-RAISE-B","0","","","1"
"here","here-F","0","1","",""
"","here-B","0","1","","1"
"","here-RAISE-F","19","","",""
"","here-RAISE-B","0","","","1"
"heriketlen","heriketlen-F","0","1","",""
"","heriketlen-B","0","1","","1"
"","heriketlen-RAISE-F","14","","",""
"","heriketlen-RAISE-B","0","","","1"
"hésabla","hésabla-F","0","1","1",""
"","hésabla-B","0","1","",""
"","hésabla-RAISE-F","0","","1",""
"","hésabla-RAISE-B","94","","",""
"hésapla","hésapla-F","0","1","1",""
"","hésapla-B","0","1","",""
"","hésapla-RAISE-F","0","","1",""
"","hésapla-RAISE-B","39","","",""
"hésaplan","hésaplan-F","0","1","1",""
"","hésaplan-B","0","1","",""
"","hésaplan-RAISE-F","0","","1",""
"","hésaplan-RAISE-B","94","","",""
"hesret","hesret-F","0","1","",""
"","hesret-B","0","1","","1"
"","hesret-RAISE-F","27","","",""
"","hesret-RAISE-B","0","","","1"
"hesretlen","hesretlen-F","0","1","",""
"","hesretlen-B","0","1","","1"
"","hesretlen-RAISE-F","5","","",""
"","hesretlen-RAISE-B","0","","","1"
"hesse","hesse-F","0","1","",""
"","hesse-B","0","1","","1"
"","hesse-RAISE-F","215","","",""
"","hesse-RAISE-B","0","","","1"
"hewes","hewes-F","0","1","",""
"","hewes-B","0","1","","1"
"","hewes-RAISE-F","1","","",""
"","hewes-RAISE-B","0","","","1"
"hey'et","hey'et-F","0","1","",""
"","hey'et-B","0","1","","1"
"","hey'et-RAISE-F","49","","",""
"","hey'et-RAISE-B","0","","","1"
"heyde","heyde-F","0","1","",""
"","heyde-B","0","1","","1"
"","heyde-RAISE-F","24","","",""
"","heyde-RAISE-B","0","","","1"
"heywe","heywe-F","0","1","",""
"","heywe-B","0","1","","1"
"","heywe-RAISE-F","19","","",""
"","heywe-RAISE-B","0","","","1"
"heywet","heywet-F","0","1","",""
"","heywet-B","0","1","","1"
"","heywet-RAISE-F","1","","",""
"","heywet-RAISE-B","0","","","1"
"hidayet","hidayet-F","0","1","",""
"","hidayet-B","0","1","","1"
"","hidayet-RAISE-F","5","","",""
"","hidayet-RAISE-B","0","","","1"
"hikaye","hikaye-F","0","1","",""
"","hikaye-B","0","1","","1"
"","hikaye-RAISE-F","51","","",""
"","hikaye-RAISE-B","6","","","1"
"himaye","himaye-F","0","1","",""
"","himaye-B","0","1","","1"
"","himaye-RAISE-F","177","","",""
"","himaye-RAISE-B","0","","","1"
"hindunéziye","hindunéziye-F","0","1","",""
"","hindunéziye-B","0","1","","1"
"","hindunéziye-RAISE-F","1","","",""
"","hindunéziye-RAISE-B","0","","","1"
"hisablan","hisablan-F","0","1","1",""
"","hisablan-B","0","1","",""
"","hisablan-RAISE-F","0","","1",""
"","hisablan-RAISE-B","1","","",""
"hisaplan","hisaplan-F","0","1","1",""
"","hisaplan-B","0","1","",""
"","hisaplan-RAISE-F","0","","1",""
"","hisaplan-RAISE-B","6","","",""
"hödde","hödde-F","0","1","",""
"","hödde-B","0","1","","1"
"","hödde-RAISE-F","127","","",""
"","hödde-RAISE-B","0","","","1"
"höjjet","höjjet-F","0","1","",""
"","höjjet-B","0","1","","1"
"","höjjet-RAISE-F","121","","",""
"","höjjet-RAISE-B","0","","","1"
"hökümet","hökümet-F","0","1","",""
"","hökümet-B","0","1","","1"
"","hökümet-RAISE-F","2470","","",""
"","hökümet-RAISE-B","0","","","1"
"höriyet","höriyet-F","0","1","",""
"","höriyet-B","0","1","","1"
"","höriyet-RAISE-F","1","","",""
"","höriyet-RAISE-B","0","","","1"
"hörmet","hörmet-F","0","1","",""
"","hörmet-B","0","1","","1"
"","hörmet-RAISE-F","615","","",""
"","hörmet-RAISE-B","0","","","1"
"hörmetle","hörmetle-F","0","1","",""
"","hörmetle-B","0","1","","1"
"","hörmetle-RAISE-F","41","","",""
"","hörmetle-RAISE-B","0","","","1"
"hoyla","hoyla-F","0","1","1",""
"","hoyla-B","0","1","",""
"","hoyla-RAISE-F","0","","1",""
"","hoyla-RAISE-B","537","","",""
"hüjeyre","hüjeyre-F","0","1","",""
"","hüjeyre-B","0","1","","1"
"","hüjeyre-RAISE-F","53","","",""
"","hüjeyre-RAISE-B","0","","","1"
"hujra","hujra-F","0","1","1",""
"","hujra-B","0","1","",""
"","hujra-RAISE-F","0","","1",""
"","hujra-RAISE-B","24","","",""
"hüner","hüner-F","0","1","",""
"","hüner-B","0","1","","1"
"","hüner-RAISE-F","17","","",""
"","hüner-RAISE-B","0","","","1"
"huwla","huwla-F","0","1","1",""
"","huwla-B","0","1","",""
"","huwla-RAISE-F","0","","1",""
"","huwla-RAISE-B","5","","",""
"huzurlan","huzurlan-F","0","1","1",""
"","huzurlan-B","0","1","",""
"","huzurlan-RAISE-F","0","","1",""
"","huzurlan-RAISE-B","11","","",""
"i'ane","i'ane-F","0","1","",""
"","i'ane-B","0","1","","1"
"","i'ane-RAISE-F","15","","",""
"","i'ane-RAISE-B","0","","","1"
"i'ordaniye","i'ordaniye-F","0","1","",""
"","i'ordaniye-B","0","1","","1"
"","i'ordaniye-RAISE-F","8","","",""
"","i'ordaniye-RAISE-B","0","","","1"
"ibadet","ibadet-F","0","1","",""
"","ibadet-B","0","1","","1"
"","ibadet-RAISE-F","18","","",""
"","ibadet-RAISE-B","0","","","1"
"ibadetxana","ibadetxana-F","0","1","1",""
"","ibadetxana-B","0","1","",""
"","ibadetxana-RAISE-F","1.99999999999999","","1",""
"","ibadetxana-RAISE-B","116","","",""
"ibare","ibare-F","0","1","",""
"","ibare-B","0","1","","1"
"","ibare-RAISE-F","478","","",""
"","ibare-RAISE-B","1","","","1"
"idare","idare-F","0","1","",""
"","idare-B","0","1","","1"
"","idare-RAISE-F","913","","",""
"","idare-RAISE-B","113","","","1"
"igelle","igelle-F","0","1","",""
"","igelle-B","0","1","","1"
"","igelle-RAISE-F","5","","",""
"","igelle-RAISE-B","1","","","1"
"ijadiyet","ijadiyet-F","0","1","",""
"","ijadiyet-B","0","1","","1"
"","ijadiyet-RAISE-F","417","","",""
"","ijadiyet-RAISE-B","2","","","1"
"ijare","ijare-F","0","1","",""
"","ijare-B","0","1","","1"
"","ijare-RAISE-F","428","","",""
"","ijare-RAISE-B","1","","","1"
"ijazet","ijazet-F","0","1","",""
"","ijazet-B","0","1","","1"
"","ijazet-RAISE-F","8","","",""
"","ijazet-RAISE-B","0","","","1"
"ijazetname","ijazetname-F","0","1","",""
"","ijazetname-B","0","1","","1"
"","ijazetname-RAISE-F","10","","",""
"","ijazetname-RAISE-B","2","","","1"
"ijtima'iyet","ijtima'iyet-F","0","1","",""
"","ijtima'iyet-B","0","1","","1"
"","ijtima'iyet-RAISE-F","3","","",""
"","ijtima'iyet-RAISE-B","0","","","1"
"ilahe","ilahe-F","0","1","",""
"","ilahe-B","0","1","","1"
"","ilahe-RAISE-F","1","","",""
"","ilahe-RAISE-B","2","","","1"
"ilawe","ilawe-F","0","1","",""
"","ilawe-B","0","1","","1"
"","ilawe-RAISE-F","11","","",""
"","ilawe-RAISE-B","5","","","1"
"ilgharlash","ilgharlash-F","0","1","1",""
"","ilgharlash-B","0","1","",""
"","ilgharlash-RAISE-F","0","","1",""
"","ilgharlash-RAISE-B","1","","",""
"ilhamlan","ilhamlan-F","0","1","1",""
"","ilhamlan-B","0","1","",""
"","ilhamlan-RAISE-F","0","","1",""
"","ilhamlan-RAISE-B","1","","",""
"imaret","imaret-F","0","1","",""
"","imaret-B","0","1","","1"
"","imaret-RAISE-F","1","","",""
"","imaret-RAISE-B","0","","","1"
"imkaniyet","imkaniyet-F","0","1","",""
"","imkaniyet-B","0","1","","1"
"","imkaniyet-RAISE-F","624","","",""
"","imkaniyet-RAISE-B","0","","","1"
"imzala","imzala-F","0","1","1",""
"","imzala-B","0","1","",""
"","imzala-RAISE-F","0","","1",""
"","imzala-RAISE-B","27","","",""
"inawet","inawet-F","0","1","",""
"","inawet-B","0","1","","1"
"","inawet-RAISE-F","32","","",""
"","inawet-RAISE-B","0","","","1"
"ingele","ingele-F","0","1","",""
"","ingele-B","0","1","","1"
"","ingele-RAISE-F","1","","",""
"","ingele-RAISE-B","0","","","1"
"ipade","ipade-F","0","1","",""
"","ipade-B","0","1","","1"
"","ipade-RAISE-F","241","","",""
"","ipade-RAISE-B","1","","","1"
"ipadila","ipadila-F","0","1","1",""
"","ipadila-B","0","1","",""
"","ipadila-RAISE-F","60","","1",""
"","ipadila-RAISE-B","0","","",""
"iptixarlan","iptixarlan-F","0","1","1",""
"","iptixarlan-B","0","1","",""
"","iptixarlan-RAISE-F","0","","1",""
"","iptixarlan-RAISE-B","5","","",""
"iqamet","iqamet-F","0","1","",""
"","iqamet-B","0","1","","1"
"","iqamet-RAISE-F","1","","",""
"","iqamet-RAISE-B","0","","","1"
"irade","irade-F","0","1","",""
"","irade-B","0","1","","1"
"","irade-RAISE-F","545","","",""
"","irade-RAISE-B","2","","","1"
"irlandiye","irlandiye-F","0","1","",""
"","irlandiye-B","0","1","","1"
"","irlandiye-RAISE-F","1","","",""
"","irlandiye-RAISE-B","0","","","1"
"ishare","ishare-F","0","1","",""
"","ishare-B","0","1","","1"
"","ishare-RAISE-F","2","","",""
"","ishare-RAISE-B","0","","","1"
"isharetle","isharetle-F","0","1","",""
"","isharetle-B","0","1","","1"
"","isharetle-RAISE-F","13","","",""
"","isharetle-RAISE-B","0","","","1"
"ishghaliyet","ishghaliyet-F","0","1","",""
"","ishghaliyet-B","0","1","","1"
"","ishghaliyet-RAISE-F","57","","",""
"","ishghaliyet-RAISE-B","0","","","1"
"ishxana","ishxana-F","0","1","1",""
"","ishxana-B","0","1","",""
"","ishxana-RAISE-F","2","","1",""
"","ishxana-RAISE-B","634","","",""
"iskenje","iskenje-F","0","1","",""
"","iskenje-B","0","1","","1"
"","iskenje-RAISE-F","154","","",""
"","iskenje-RAISE-B","0","","","1"
"ispaniye","ispaniye-F","0","1","",""
"","ispaniye-B","0","1","","1"
"","ispaniye-RAISE-F","24","","",""
"","ispaniye-RAISE-B","0","","","1"
"isparta","isparta-F","0","1","1",""
"","isparta-B","0","1","",""
"","isparta-RAISE-F","0","","1",""
"","isparta-RAISE-B","1","","",""
"ispatla","ispatla-F","0","1","1",""
"","ispatla-B","0","1","",""
"","ispatla-RAISE-F","0","","1",""
"","ispatla-RAISE-B","121","","",""
"ispatname","ispatname-F","0","1","",""
"","ispatname-B","0","1","","1"
"","ispatname-RAISE-F","8","","",""
"","ispatname-RAISE-B","0","","","1"
"isra'iliye","isra'iliye-F","0","1","",""
"","isra'iliye-B","0","1","","1"
"","isra'iliye-RAISE-F","19","","",""
"","isra'iliye-RAISE-B","0","","","1"
"istansa","istansa-F","0","1","1",""
"","istansa-B","0","1","",""
"","istansa-RAISE-F","2","","1",""
"","istansa-RAISE-B","212","","",""
"istiqamet","istiqamet-F","0","1","",""
"","istiqamet-B","0","1","","1"
"","istiqamet-RAISE-F","1","","",""
"","istiqamet-RAISE-B","0","","","1"
"istirahetxana","istirahetxana-F","0","1","1",""
"","istirahetxana-B","0","1","",""
"","istirahetxana-RAISE-F","0","","1",""
"","istirahetxana-RAISE-B","1","","",""
"ita'et","ita'et-F","0","1","",""
"","ita'et-B","0","1","","1"
"","ita'et-RAISE-F","3","","",""
"","ita'et-RAISE-B","0","","","1"
"italiye","italiye-F","0","1","",""
"","italiye-B","0","1","","1"
"","italiye-RAISE-F","21","","",""
"","italiye-RAISE-B","0","","","1"
"ixchamla","ixchamla-F","0","1","1",""
"","ixchamla-B","0","1","",""
"","ixchamla-RAISE-F","0","","1",""
"","ixchamla-RAISE-B","1","","",""
"izahla","izahla-F","0","1","1",""
"","izahla-B","0","1","",""
"","izahla-RAISE-F","0.999999999999999","","1",""
"","izahla-RAISE-B","12","","",""
"izzetle","izzetle-F","0","1","",""
"","izzetle-B","0","1","","1"
"","izzetle-RAISE-F","10","","",""
"","izzetle-RAISE-B","0","","","1"
"jada","jada-F","0","1","1",""
"","jada-B","0","1","",""
"","jada-RAISE-F","0","","1",""
"","jada-RAISE-B","2","","",""
"jahalet","jahalet-F","0","1","",""
"","jahalet-B","0","1","","1"
"","jahalet-RAISE-F","2","","",""
"","jahalet-RAISE-B","0","","","1"
"jakarla","jakarla-F","0","1","1",""
"","jakarla-B","0","1","",""
"","jakarla-RAISE-F","0","","1",""
"","jakarla-RAISE-B","60","","",""
"jakarname","jakarname-F","0","1","",""
"","jakarname-B","0","1","","1"
"","jakarname-RAISE-F","0","","",""
"","jakarname-RAISE-B","1","","","1"
"jama'et","jama'et-F","0","1","",""
"","jama'et-B","0","1","","1"
"","jama'et-RAISE-F","374","","",""
"","jama'et-RAISE-B","0","","","1"
"janane","janane-F","0","1","",""
"","janane-B","0","1","","1"
"","janane-RAISE-F","0","","",""
"","janane-RAISE-B","2","","","1"
"jangza","jangza-F","0","1","1",""
"","jangza-B","0","1","",""
"","jangza-RAISE-F","0","","1",""
"","jangza-RAISE-B","7","","",""
"janlan","janlan-F","0","1","1",""
"","janlan-B","0","1","",""
"","janlan-RAISE-F","0","","1",""
"","janlan-RAISE-B","48","","",""
"jarahet","jarahet-F","0","1","",""
"","jarahet-B","0","1","","1"
"","jarahet-RAISE-F","12","","",""
"","jarahet-RAISE-B","0","","","1"
"jarangla","jarangla-F","0","1","1",""
"","jarangla-B","0","1","",""
"","jarangla-RAISE-F","0","","1",""
"","jarangla-RAISE-B","3","","",""
"jasaret","jasaret-F","0","1","",""
"","jasaret-B","0","1","","1"
"","jasaret-RAISE-F","69","","",""
"","jasaret-RAISE-B","0","","","1"
"jasaretlen","jasaretlen-F","0","1","",""
"","jasaretlen-B","0","1","","1"
"","jasaretlen-RAISE-F","2","","",""
"","jasaretlen-RAISE-B","0","","","1"
"jayla","jayla-F","0","1","1",""
"","jayla-B","0","1","",""
"","jayla-RAISE-F","0","","1",""
"","jayla-RAISE-B","2","","",""
"jaylash","jaylash-F","0","1","1",""
"","jaylash-B","0","1","",""
"","jaylash-RAISE-F","0","","1",""
"","jaylash-RAISE-B","10","","",""
"jaza","jaza-F","0","1","1",""
"","jaza-B","0","1","",""
"","jaza-RAISE-F","0","","1",""
"","jaza-RAISE-B","12","","",""
"jazala","jazala-F","0","1","1",""
"","jazala-B","0","1","",""
"","jazala-RAISE-F","0","","1",""
"","jazala-RAISE-B","67","","",""
"jazalash","jazalash-F","0","1","1",""
"","jazalash-B","0","1","",""
"","jazalash-RAISE-F","0","","1",""
"","jazalash-RAISE-B","37","","",""
"jazibe","jazibe-F","0","1","",""
"","jazibe-B","0","1","","1"
"","jazibe-RAISE-F","1","","",""
"","jazibe-RAISE-B","0","","","1"
"jede","jede-F","0","1","",""
"","jede-B","0","1","","1"
"","jede-RAISE-F","1","","",""
"","jede-RAISE-B","0","","","1"
"jédellesh","jédellesh-F","0","1","",""
"","jédellesh-B","0","1","","1"
"","jédellesh-RAISE-F","1","","",""
"","jédellesh-RAISE-B","0","","","1"
"jedwel","jedwel-F","0","1","",""
"","jedwel-B","0","1","","1"
"","jedwel-RAISE-F","32","","",""
"","jedwel-RAISE-B","0","","","1"
"jehennem","jehennem-F","0","1","",""
"","jehennem-B","0","1","","1"
"","jehennem-RAISE-F","1","","",""
"","jehennem-RAISE-B","0","","","1"
"jem'iyet","jem'iyet-F","0","1","",""
"","jem'iyet-B","0","1","","1"
"","jem'iyet-RAISE-F","1004","","",""
"","jem'iyet-RAISE-B","0","","","1"
"jem'yet","jem'yet-F","0","1","",""
"","jem'yet-B","0","1","","1"
"","jem'yet-RAISE-F","2","","",""
"","jem'yet-RAISE-B","0","","","1"
"jemi'et","jemi'et-F","0","1","",""
"","jemi'et-B","0","1","","1"
"","jemi'et-RAISE-F","1","","",""
"","jemi'et-RAISE-B","0","","","1"
"jemiyet","jemiyet-F","0","1","",""
"","jemiyet-B","0","1","","1"
"","jemiyet-RAISE-F","408","","",""
"","jemiyet-RAISE-B","0","","","1"
"jemle","jemle-F","0","1","",""
"","jemle-B","0","1","","1"
"","jemle-RAISE-F","4","","",""
"","jemle-RAISE-B","0","","","1"
"jemlesh","jemlesh-F","0","1","",""
"","jemlesh-B","0","1","","1"
"","jemlesh-RAISE-F","1","","",""
"","jemlesh-RAISE-B","0","","","1"
"jengname","jengname-F","0","1","",""
"","jengname-B","0","1","","1"
"","jengname-RAISE-F","1","","",""
"","jengname-RAISE-B","0","","","1"
"jennet","jennet-F","0","1","",""
"","jennet-B","0","1","","1"
"","jennet-RAISE-F","12","","",""
"","jennet-RAISE-B","0","","","1"
"jerimane","jerimane-F","0","1","",""
"","jerimane-B","0","1","","1"
"","jerimane-RAISE-F","15","","",""
"","jerimane-RAISE-B","1","","","1"
"jeset","jeset-F","0","1","",""
"","jeset-B","0","1","","1"
"","jeset-RAISE-F","13","","",""
"","jeset-RAISE-B","0","","","1"
"jewher","jewher-F","0","1","",""
"","jewher-B","0","1","","1"
"","jewher-RAISE-F","3","","",""
"","jewher-RAISE-B","0","","","1"
"jezire","jezire-F","0","1","",""
"","jezire-B","0","1","","1"
"","jezire-RAISE-F","14","","",""
"","jezire-RAISE-B","0","","","1"
"jinayet","jinayet-F","0","1","",""
