"Input","Output","Frequency","HarmonicUniformity","*Unraised","ID"
"bughraxan-NON_RAISER","bughraxan-NON_RAISER-UNRAISED-B","18","1.77556721451255e-05","",""
"bula-NON_RAISER","bula-NON_RAISER-RAISED-F","0","0.999966667348691","","1"
"bula-NON_RAISER","bula-NON_RAISER-RAISED-B","0","3.33326513091148e-05","","1"
"bula-NON_RAISER","bula-NON_RAISER-UNRAISED-F","0","0.999966667348691","",""
"bula-NON_RAISER","bula-NON_RAISER-UNRAISED-B","19","3.33326513091148e-05","",""
"bula-RAISER","bula-RAISER-RAISED-F","0","0.999966667348691","","1"
"bula-RAISER","bula-RAISER-RAISED-B","4","3.33326513091148e-05","","1"
"bula-RAISER","bula-RAISER-UNRAISED-F","0","0.999966667348691","1",""
"bula-RAISER","bula-RAISER-UNRAISED-B","0","3.33326513091148e-05","1",""
"bulang-RAISER","bulang-RAISER-RAISED-F","0","0.999660562219405","","1"
"bulang-RAISER","bulang-RAISER-RAISED-B","2","0.000339437780594531","","1"
"bulang-RAISER","bulang-RAISER-UNRAISED-F","0","0.999660562219405","1",""
"bulang-RAISER","bulang-RAISER-UNRAISED-B","0","0.000339437780594531","1",""
"bulangchi-NON_RAISER","bulangchi-NON_RAISER-RAISED-F","0","0.99996888019005","","1"
"bulangchi-NON_RAISER","bulangchi-NON_RAISER-RAISED-B","0","3.11198099497423e-05","","1"
"bulangchi-NON_RAISER","bulangchi-NON_RAISER-UNRAISED-F","0","0.99996888019005","",""
"bulangchi-NON_RAISER","bulangchi-NON_RAISER-UNRAISED-B","88","3.11198099497423e-05","",""
"bulbul-NON_RAISER","bulbul-NON_RAISER-RAISED-F","0","0.999981721632142","","1"
"bulbul-NON_RAISER","bulbul-NON_RAISER-RAISED-B","0","1.82783678582821e-05","","1"
"bulbul-NON_RAISER","bulbul-NON_RAISER-UNRAISED-F","0","0.999981721632142","",""
"bulbul-NON_RAISER","bulbul-NON_RAISER-UNRAISED-B","49","1.82783678582821e-05","",""
"bulghariye-RAISER","bulghariye-RAISER-RAISED-F","4","7.83264699948999e-05","","1"
"bulghariye-RAISER","bulghariye-RAISER-RAISED-B","0","0.999921673530005","","1"
"bulghariye-RAISER","bulghariye-RAISER-UNRAISED-F","0","7.83264699948999e-05","1",""
"bulghariye-RAISER","bulghariye-RAISER-UNRAISED-B","0","0.999921673530005","1",""
"bulghunush-NON_RAISER","bulghunush-NON_RAISER-RAISED-F","0","0.999826300344834","","1"
"bulghunush-NON_RAISER","bulghunush-NON_RAISER-RAISED-B","0","0.000173699655165782","","1"
"bulghunush-NON_RAISER","bulghunush-NON_RAISER-UNRAISED-F","0","0.999826300344834","",""
"bulghunush-NON_RAISER","bulghunush-NON_RAISER-UNRAISED-B","4","0.000173699655165782","",""
"buljung-NON_RAISER","buljung-NON_RAISER-RAISED-F","0","0.99992709226028","","1"
"buljung-NON_RAISER","buljung-NON_RAISER-RAISED-B","0","7.29077397203515e-05","","1"
"buljung-NON_RAISER","buljung-NON_RAISER-UNRAISED-F","0","0.99992709226028","",""
"buljung-NON_RAISER","buljung-NON_RAISER-UNRAISED-B","15","7.29077397203515e-05","",""
"bultur-NON_RAISER","bultur-NON_RAISER-RAISED-F","0","0.999972230979729","","1"
"bultur-NON_RAISER","bultur-NON_RAISER-RAISED-B","0","2.7769020271462e-05","","1"
"bultur-NON_RAISER","bultur-NON_RAISER-UNRAISED-F","0","0.999972230979729","",""
"bultur-NON_RAISER","bultur-NON_RAISER-UNRAISED-B","1","2.7769020271462e-05","",""
"bulung-NON_RAISER","bulung-NON_RAISER-RAISED-F","0","0.999955286006539","","1"
"bulung-NON_RAISER","bulung-NON_RAISER-RAISED-B","0","4.47139934613983e-05","","1"
"bulung-NON_RAISER","bulung-NON_RAISER-UNRAISED-F","0","0.999955286006539","",""
"bulung-NON_RAISER","bulung-NON_RAISER-UNRAISED-B","42","4.47139934613983e-05","",""
"bulut-NON_RAISER","bulut-NON_RAISER-RAISED-F","0","0.999983274662887","","1"
"bulut-NON_RAISER","bulut-NON_RAISER-RAISED-B","0","1.67253371131659e-05","","1"
"bulut-NON_RAISER","bulut-NON_RAISER-UNRAISED-F","0","0.999983274662887","",""
"bulut-NON_RAISER","bulut-NON_RAISER-UNRAISED-B","121","1.67253371131659e-05","",""
"bunche-RAISER","bunche-RAISER-RAISED-F","190","7.53141271171607e-05","","1"
"bunche-RAISER","bunche-RAISER-RAISED-B","0","0.999924685872883","","1"
"bunche-RAISER","bunche-RAISER-UNRAISED-F","0","7.53141271171607e-05","1",""
"bunche-RAISER","bunche-RAISER-UNRAISED-B","0","0.999924685872883","1",""
"bura-NON_RAISER","bura-NON_RAISER-RAISED-F","0","0.99994655636985","","1"
"bura-NON_RAISER","bura-NON_RAISER-RAISED-B","0","5.34436301501406e-05","","1"
"bura-NON_RAISER","bura-NON_RAISER-UNRAISED-F","0","0.99994655636985","",""
"bura-NON_RAISER","bura-NON_RAISER-UNRAISED-B","2","5.34436301501406e-05","",""
"bura-RAISER","bura-RAISER-RAISED-F","0","0.99994655636985","","1"
"bura-RAISER","bura-RAISER-RAISED-B","21","5.34436301501406e-05","","1"
"bura-RAISER","bura-RAISER-UNRAISED-F","0","0.99994655636985","1",""
"bura-RAISER","bura-RAISER-UNRAISED-B","0","5.34436301501406e-05","1",""
"burader-NON_RAISER","burader-NON_RAISER-RAISED-F","0","5.4607758048905e-05","","1"
"burader-NON_RAISER","burader-NON_RAISER-RAISED-B","0","0.999945392241951","","1"
"burader-NON_RAISER","burader-NON_RAISER-UNRAISED-F","80","5.4607758048905e-05","",""
"burader-NON_RAISER","burader-NON_RAISER-UNRAISED-B","0","0.999945392241951","",""
"burader-RAISER","burader-RAISER-RAISED-F","3","5.4607758048905e-05","","1"
"burader-RAISER","burader-RAISER-RAISED-B","0","0.999945392241951","","1"
"burader-RAISER","burader-RAISER-UNRAISED-F","0","5.4607758048905e-05","1",""
"burader-RAISER","burader-RAISER-UNRAISED-B","0","0.999945392241951","1",""
"buralma-RAISER","buralma-RAISER-RAISED-F","0","0.999283951710436","","1"
"buralma-RAISER","buralma-RAISER-RAISED-B","1","0.000716048289563731","","1"
"buralma-RAISER","buralma-RAISER-UNRAISED-F","0","0.999283951710436","1",""
"buralma-RAISER","buralma-RAISER-UNRAISED-B","0","0.000716048289563731","1",""
"burash-NON_RAISER","burash-NON_RAISER-RAISED-F","0","0.999285563081079","","1"
"burash-NON_RAISER","burash-NON_RAISER-RAISED-B","0","0.000714436918920591","","1"
"burash-NON_RAISER","burash-NON_RAISER-UNRAISED-F","0","0.999285563081079","",""
"burash-NON_RAISER","burash-NON_RAISER-UNRAISED-B","1","0.000714436918920591","",""
"burma-RAISER","burma-RAISER-RAISED-F","0","0.999740672172671","","1"
"burma-RAISER","burma-RAISER-RAISED-B","1","0.000259327827328959","","1"
"burma-RAISER","burma-RAISER-UNRAISED-F","0","0.999740672172671","1",""
"burma-RAISER","burma-RAISER-UNRAISED-B","0","0.000259327827328959","1",""
"burmila-RAISER","burmila-RAISER-RAISED-F","0","0.999913765209981","","1"
"burmila-RAISER","burmila-RAISER-RAISED-B","15","8.62347900185689e-05","","1"
"burmila-RAISER","burmila-RAISER-UNRAISED-F","0","0.999913765209981","1",""
"burmila-RAISER","burmila-RAISER-UNRAISED-B","0","8.62347900185689e-05","1",""
"burul-NON_RAISER","burul-NON_RAISER-RAISED-F","0","0.999985472326326","","1"
"burul-NON_RAISER","burul-NON_RAISER-RAISED-B","0","1.45276736737143e-05","","1"
"burul-NON_RAISER","burul-NON_RAISER-UNRAISED-F","0","0.999985472326326","",""
"burul-NON_RAISER","burul-NON_RAISER-UNRAISED-B","295","1.45276736737143e-05","",""
"burun-NON_RAISER","burun-NON_RAISER-RAISED-F","0","0.999986074743985","","1"
"burun-NON_RAISER","burun-NON_RAISER-RAISED-B","0","1.39252560150682e-05","","1"
"burun-NON_RAISER","burun-NON_RAISER-UNRAISED-F","0","0.999986074743985","",""
"burun-NON_RAISER","burun-NON_RAISER-UNRAISED-B","90","1.39252560150682e-05","",""
"buruqturma-RAISER","buruqturma-RAISER-RAISED-F","0","0.999511148039318","","1"
"buruqturma-RAISER","buruqturma-RAISER-RAISED-B","2","0.000488851960681602","","1"
"buruqturma-RAISER","buruqturma-RAISER-UNRAISED-F","0","0.999511148039318","1",""
"buruqturma-RAISER","buruqturma-RAISER-UNRAISED-B","0","0.000488851960681602","1",""
"burut-NON_RAISER","burut-NON_RAISER-RAISED-F","0","0.999976051945903","","1"
"burut-NON_RAISER","burut-NON_RAISER-RAISED-B","0","2.39480540966674e-05","","1"
"burut-NON_RAISER","burut-NON_RAISER-UNRAISED-F","0","0.999976051945903","",""
"burut-NON_RAISER","burut-NON_RAISER-UNRAISED-B","16","2.39480540966674e-05","",""
"burzhu'az-NON_RAISER","burzhu'az-NON_RAISER-RAISED-F","0","0.999748748241465","","1"
"burzhu'az-NON_RAISER","burzhu'az-NON_RAISER-RAISED-B","0","0.00025125175853502","","1"
"burzhu'az-NON_RAISER","burzhu'az-NON_RAISER-UNRAISED-F","0","0.999748748241465","",""
"burzhu'az-NON_RAISER","burzhu'az-NON_RAISER-UNRAISED-B","4","0.00025125175853502","",""
"burzhu'aziye-NON_RAISER","burzhu'aziye-NON_RAISER-RAISED-F","0","8.49137357211756e-05","","1"
"burzhu'aziye-NON_RAISER","burzhu'aziye-NON_RAISER-RAISED-B","0","0.999915086264279","","1"
"burzhu'aziye-NON_RAISER","burzhu'aziye-NON_RAISER-UNRAISED-F","1","8.49137357211756e-05","",""
"burzhu'aziye-NON_RAISER","burzhu'aziye-NON_RAISER-UNRAISED-B","0","0.999915086264279","",""
"buxara-RAISER","buxara-RAISER-RAISED-F","0","0.999976895872345","","1"
"buxara-RAISER","buxara-RAISER-RAISED-B","2","2.31041276549382e-05","","1"
"buxara-RAISER","buxara-RAISER-UNRAISED-F","0","0.999976895872345","1",""
"buxara-RAISER","buxara-RAISER-UNRAISED-B","10","2.31041276549382e-05","1",""
"buyer-NON_RAISER","buyer-NON_RAISER-RAISED-F","0","5.75500734380188e-05","","1"
"buyer-NON_RAISER","buyer-NON_RAISER-RAISED-B","0","0.999942449926562","","1"
"buyer-NON_RAISER","buyer-NON_RAISER-UNRAISED-F","58","5.75500734380188e-05","",""
"buyer-NON_RAISER","buyer-NON_RAISER-UNRAISED-B","0","0.999942449926562","",""
"buyra-RAISER","buyra-RAISER-RAISED-F","0","0.999967769602506","","1"
"buyra-RAISER","buyra-RAISER-RAISED-B","128","3.22303974944482e-05","","1"
"buyra-RAISER","buyra-RAISER-UNRAISED-F","0","0.999967769602506","1",""
"buyra-RAISER","buyra-RAISER-UNRAISED-B","0","3.22303974944482e-05","1",""
"buyru-NON_RAISER","buyru-NON_RAISER-RAISED-F","0","0.99998441127854","","1"
"buyru-NON_RAISER","buyru-NON_RAISER-RAISED-B","0","1.55887214601247e-05","","1"
"buyru-NON_RAISER","buyru-NON_RAISER-UNRAISED-F","0","0.99998441127854","",""
"buyru-NON_RAISER","buyru-NON_RAISER-UNRAISED-B","122","1.55887214601247e-05","",""
"buyrut-NON_RAISER","buyrut-NON_RAISER-RAISED-F","0","0.999975585432537","","1"
"buyrut-NON_RAISER","buyrut-NON_RAISER-RAISED-B","0","2.44145674634932e-05","","1"
"buyrut-NON_RAISER","buyrut-NON_RAISER-UNRAISED-F","0","0.999975585432537","",""
"buyrut-NON_RAISER","buyrut-NON_RAISER-UNRAISED-B","143","2.44145674634932e-05","",""
"buyum-NON_RAISER","buyum-NON_RAISER-RAISED-F","0","0.999991964242593","","1"
"buyum-NON_RAISER","buyum-NON_RAISER-RAISED-B","0","8.03575740682128e-06","","1"
"buyum-NON_RAISER","buyum-NON_RAISER-UNRAISED-F","0","0.999991964242593","",""
"buyum-NON_RAISER","buyum-NON_RAISER-UNRAISED-B","656","8.03575740682128e-06","",""
"byurokratlash-RAISER","byurokratlash-RAISER-RAISED-F","0","0.999503958808942","","1"
"byurokratlash-RAISER","byurokratlash-RAISER-RAISED-B","1","0.000496041191058172","","1"
"byurokratlash-RAISER","byurokratlash-RAISER-UNRAISED-F","0","0.999503958808942","1",""
"byurokratlash-RAISER","byurokratlash-RAISER-UNRAISED-B","0","0.000496041191058172","1",""
"bésharet-NON_RAISER","bésharet-NON_RAISER-RAISED-F","0","4.87398141541871e-05","","1"
"bésharet-NON_RAISER","bésharet-NON_RAISER-RAISED-B","0","0.999951260185846","","1"
"bésharet-NON_RAISER","bésharet-NON_RAISER-UNRAISED-F","31","4.87398141541871e-05","",""
"bésharet-NON_RAISER","bésharet-NON_RAISER-UNRAISED-B","0","0.999951260185846","",""
"bésharet-RAISER","bésharet-RAISER-RAISED-F","1","4.87398141541871e-05","","1"
"bésharet-RAISER","bésharet-RAISER-RAISED-B","0","0.999951260185846","","1"
"bésharet-RAISER","bésharet-RAISER-UNRAISED-F","0","4.87398141541871e-05","1",""
"bésharet-RAISER","bésharet-RAISER-UNRAISED-B","0","0.999951260185846","1",""
"bödüne-RAISER","bödüne-RAISER-RAISED-F","6","0.000142940715797692","","1"
"bödüne-RAISER","bödüne-RAISER-RAISED-B","0","0.999857059284202","","1"
"bödüne-RAISER","bödüne-RAISER-UNRAISED-F","0","0.000142940715797692","1",""
"bödüne-RAISER","bödüne-RAISER-UNRAISED-B","0","0.999857059284202","1",""
"böle-NON_RAISER","böle-NON_RAISER-RAISED-F","0","7.84586330831027e-05","","1"
"böle-NON_RAISER","böle-NON_RAISER-RAISED-B","0","0.999921541366917","","1"
"böle-NON_RAISER","böle-NON_RAISER-UNRAISED-F","1","7.84586330831027e-05","",""
"böle-NON_RAISER","böle-NON_RAISER-UNRAISED-B","0","0.999921541366917","",""
"bölme-NON_RAISER","bölme-NON_RAISER-RAISED-F","0","0.00257984060422544","","1"
"bölme-NON_RAISER","bölme-NON_RAISER-RAISED-B","0","0.997420159395775","","1"
"bölme-NON_RAISER","bölme-NON_RAISER-UNRAISED-F","8","0.00257984060422544","",""
"bölme-NON_RAISER","bölme-NON_RAISER-UNRAISED-B","0","0.997420159395775","",""
"bölme-RAISER","bölme-RAISER-RAISED-F","336","0.00257984060422544","","1"
"bölme-RAISER","bölme-RAISER-RAISED-B","1","0.997420159395775","","1"
"bölme-RAISER","bölme-RAISER-UNRAISED-F","0","0.00257984060422544","1",""
"bölme-RAISER","bölme-RAISER-UNRAISED-B","0","0.997420159395775","1",""
"bölüm-NON_RAISER","bölüm-NON_RAISER-RAISED-F","0","1.11996554065023e-05","","1"
"bölüm-NON_RAISER","bölüm-NON_RAISER-RAISED-B","0","0.999988800344593","","1"
"bölüm-NON_RAISER","bölüm-NON_RAISER-UNRAISED-F","1403","1.11996554065023e-05","",""
"bölüm-NON_RAISER","bölüm-NON_RAISER-UNRAISED-B","0","0.999988800344593","",""
"bölünme-RAISER","bölünme-RAISER-RAISED-F","28","0.000147397174242332","","1"
"bölünme-RAISER","bölünme-RAISER-RAISED-B","0","0.999852602825758","","1"
"bölünme-RAISER","bölünme-RAISER-UNRAISED-F","0","0.000147397174242332","1",""
"bölünme-RAISER","bölünme-RAISER-UNRAISED-B","0","0.999852602825758","1",""
"bölüsh-NON_RAISER","bölüsh-NON_RAISER-RAISED-F","0","0.000265761261364627","","1"
"bölüsh-NON_RAISER","bölüsh-NON_RAISER-RAISED-B","0","0.999734238738635","","1"
"bölüsh-NON_RAISER","bölüsh-NON_RAISER-UNRAISED-F","1","0.000265761261364627","",""
"bölüsh-NON_RAISER","bölüsh-NON_RAISER-UNRAISED-B","0","0.999734238738635","",""
"böre-RAISER","böre-RAISER-RAISED-F","107","5.50000206237425e-05","","1"
"böre-RAISER","böre-RAISER-RAISED-B","0","0.999944999979376","","1"
"böre-RAISER","böre-RAISER-UNRAISED-F","0","5.50000206237425e-05","1",""
"böre-RAISER","böre-RAISER-UNRAISED-B","0","0.999944999979376","1",""
"bügünche-RAISER","bügünche-RAISER-RAISED-F","1","0.0836512766778961","","1"
"bügünche-RAISER","bügünche-RAISER-RAISED-B","0","0.916348723322104","","1"
"bügünche-RAISER","bügünche-RAISER-UNRAISED-F","0","0.0836512766778961","1",""
"bügünche-RAISER","bügünche-RAISER-UNRAISED-B","0","0.916348723322104","1",""
"chachra-RAISER","chachra-RAISER-RAISED-F","0","0.999503958808942","","1"
"chachra-RAISER","chachra-RAISER-RAISED-B","1","0.000496041191058172","","1"
"chachra-RAISER","chachra-RAISER-UNRAISED-F","0","0.999503958808942","1",""
"chachra-RAISER","chachra-RAISER-UNRAISED-B","0","0.000496041191058172","1",""
"chaghatay-NON_RAISER","chaghatay-NON_RAISER-RAISED-F","0","0.999982719726394","","1"
"chaghatay-NON_RAISER","chaghatay-NON_RAISER-RAISED-B","0","1.72802736063682e-05","","1"
"chaghatay-NON_RAISER","chaghatay-NON_RAISER-UNRAISED-F","0","0.999982719726394","",""
"chaghatay-NON_RAISER","chaghatay-NON_RAISER-UNRAISED-B","17","1.72802736063682e-05","",""
"chama-RAISER","chama-RAISER-RAISED-F","0","0.999949941832207","","1"
"chama-RAISER","chama-RAISER-RAISED-B","35","5.00581677926881e-05","","1"
"chama-RAISER","chama-RAISER-UNRAISED-F","0","0.999949941832207","1",""
"chama-RAISER","chama-RAISER-UNRAISED-B","0","5.00581677926881e-05","1",""
"chamadan-NON_RAISER","chamadan-NON_RAISER-RAISED-F","0","0.999868435970931","","1"
"chamadan-NON_RAISER","chamadan-NON_RAISER-RAISED-B","0","0.000131564029068776","","1"
"chamadan-NON_RAISER","chamadan-NON_RAISER-UNRAISED-F","0","0.999868435970931","",""
"chamadan-NON_RAISER","chamadan-NON_RAISER-UNRAISED-B","2","0.000131564029068776","",""
"chamda-RAISER","chamda-RAISER-RAISED-F","0","0.999660562219405","","1"
"chamda-RAISER","chamda-RAISER-RAISED-B","2","0.000339437780594531","","1"
"chamda-RAISER","chamda-RAISER-UNRAISED-F","0","0.999660562219405","1",""
"chamda-RAISER","chamda-RAISER-UNRAISED-B","0","0.000339437780594531","1",""
"chamdam-NON_RAISER","chamdam-NON_RAISER-RAISED-F","0","0.999924486905714","","1"
"chamdam-NON_RAISER","chamdam-NON_RAISER-RAISED-B","0","7.5513094286217e-05","","1"
"chamdam-NON_RAISER","chamdam-NON_RAISER-UNRAISED-F","0","0.999924486905714","",""
"chamdam-NON_RAISER","chamdam-NON_RAISER-UNRAISED-B","4","7.5513094286217e-05","",""
"chamdam-RAISER","chamdam-RAISER-RAISED-F","0","0.999924486905714","","1"
"chamdam-RAISER","chamdam-RAISER-RAISED-B","1","7.5513094286217e-05","","1"
"chamdam-RAISER","chamdam-RAISER-UNRAISED-F","0","0.999924486905714","1",""
"chamdam-RAISER","chamdam-RAISER-UNRAISED-B","0","7.5513094286217e-05","1",""
"chamdan-NON_RAISER","chamdan-NON_RAISER-RAISED-F","0","0.999633965762414","","1"
"chamdan-NON_RAISER","chamdan-NON_RAISER-RAISED-B","0","0.00036603423758641","","1"
"chamdan-NON_RAISER","chamdan-NON_RAISER-UNRAISED-F","0","0.999633965762414","",""
"chamdan-NON_RAISER","chamdan-NON_RAISER-UNRAISED-B","1","0.00036603423758641","",""
"chamdan-RAISER","chamdan-RAISER-RAISED-F","0","0.999633965762414","","1"
"chamdan-RAISER","chamdan-RAISER-RAISED-B","1","0.00036603423758641","","1"
"chamdan-RAISER","chamdan-RAISER-UNRAISED-F","0","0.999633965762414","1",""
"chamdan-RAISER","chamdan-RAISER-UNRAISED-B","0","0.00036603423758641","1",""
"chana-RAISER","chana-RAISER-RAISED-F","0","0.999921449282224","","1"
"chana-RAISER","chana-RAISER-RAISED-B","12","7.85507177758493e-05","","1"
"chana-RAISER","chana-RAISER-UNRAISED-F","0","0.999921449282224","1",""
"chana-RAISER","chana-RAISER-UNRAISED-B","0","7.85507177758493e-05","1",""
"changchile-RAISER","changchile-RAISER-RAISED-F","1","0.000137853957759623","","1"
"changchile-RAISER","changchile-RAISER-RAISED-B","0","0.99986214604224","","1"
"changchile-RAISER","changchile-RAISER-UNRAISED-F","0","0.000137853957759623","1",""
"changchile-RAISER","changchile-RAISER-UNRAISED-B","0","0.99986214604224","1",""
"chapan-NON_RAISER","chapan-NON_RAISER-RAISED-F","0","0.999984425021029","","1"
"chapan-NON_RAISER","chapan-NON_RAISER-RAISED-B","0","1.5574978970645e-05","","1"
"chapan-NON_RAISER","chapan-NON_RAISER-UNRAISED-F","0","0.999984425021029","",""
"chapan-NON_RAISER","chapan-NON_RAISER-UNRAISED-B","26","1.5574978970645e-05","",""
"chapan-RAISER","chapan-RAISER-RAISED-F","0","0.999984425021029","","1"
"chapan-RAISER","chapan-RAISER-RAISED-B","3","1.5574978970645e-05","","1"
"chapan-RAISER","chapan-RAISER-UNRAISED-F","0","0.999984425021029","1",""
"chapan-RAISER","chapan-RAISER-UNRAISED-B","0","1.5574978970645e-05","1",""
"chaparmen-NON_RAISER","chaparmen-NON_RAISER-RAISED-F","0","0.000132825260756189","","1"
"chaparmen-NON_RAISER","chaparmen-NON_RAISER-RAISED-B","0","0.999867174739244","","1"
"chaparmen-NON_RAISER","chaparmen-NON_RAISER-UNRAISED-F","5","0.000132825260756189","",""
"chaparmen-NON_RAISER","chaparmen-NON_RAISER-UNRAISED-B","0","0.999867174739244","",""
"chaparmen-RAISER","chaparmen-RAISER-RAISED-F","1","0.000132825260756189","","1"
"chaparmen-RAISER","chaparmen-RAISER-RAISED-B","0","0.999867174739244","","1"
"chaparmen-RAISER","chaparmen-RAISER-UNRAISED-F","0","0.000132825260756189","1",""
"chaparmen-RAISER","chaparmen-RAISER-UNRAISED-B","0","0.999867174739244","1",""
"chapla-NON_RAISER","chapla-NON_RAISER-RAISED-F","0","0.999968104022222","","1"
"chapla-NON_RAISER","chapla-NON_RAISER-RAISED-B","0","3.18959777783068e-05","","1"
"chapla-NON_RAISER","chapla-NON_RAISER-UNRAISED-F","0","0.999968104022222","",""
"chapla-NON_RAISER","chapla-NON_RAISER-UNRAISED-B","25","3.18959777783068e-05","",""
"chapla-RAISER","chapla-RAISER-RAISED-F","0","0.999968104022222","","1"
"chapla-RAISER","chapla-RAISER-RAISED-B","34","3.18959777783068e-05","","1"
"chapla-RAISER","chapla-RAISER-UNRAISED-F","0","0.999968104022222","1",""
"chapla-RAISER","chapla-RAISER-UNRAISED-B","1","3.18959777783068e-05","1",""
"chaplash-NON_RAISER","chaplash-NON_RAISER-RAISED-F","0","0.999874611551535","","1"
"chaplash-NON_RAISER","chaplash-NON_RAISER-RAISED-B","0","0.000125388448464658","","1"
"chaplash-NON_RAISER","chaplash-NON_RAISER-UNRAISED-F","0","0.999874611551535","",""
"chaplash-NON_RAISER","chaplash-NON_RAISER-UNRAISED-B","4","0.000125388448464658","",""
"chaplash-RAISER","chaplash-RAISER-RAISED-F","0","0.999874611551535","","1"
"chaplash-RAISER","chaplash-RAISER-RAISED-B","1","0.000125388448464658","","1"
"chaplash-RAISER","chaplash-RAISER-UNRAISED-F","0","0.999874611551535","1",""
"chaplash-RAISER","chaplash-RAISER-UNRAISED-B","0","0.000125388448464658","1",""
"chapsan-NON_RAISER","chapsan-NON_RAISER-RAISED-F","0","0.999984121813242","","1"
"chapsan-NON_RAISER","chapsan-NON_RAISER-RAISED-B","0","1.58781867576341e-05","","1"
"chapsan-NON_RAISER","chapsan-NON_RAISER-UNRAISED-F","0","0.999984121813242","",""
"chapsan-NON_RAISER","chapsan-NON_RAISER-UNRAISED-B","2","1.58781867576341e-05","",""
"chapsanlat-NON_RAISER","chapsanlat-NON_RAISER-RAISED-F","0","0.999867165287562","","1"
"chapsanlat-NON_RAISER","chapsanlat-NON_RAISER-RAISED-B","0","0.000132834712437857","","1"
"chapsanlat-NON_RAISER","chapsanlat-NON_RAISER-UNRAISED-F","0","0.999867165287562","",""
"chapsanlat-NON_RAISER","chapsanlat-NON_RAISER-UNRAISED-B","2","0.000132834712437857","",""
"chapsanlat-RAISER","chapsanlat-RAISER-RAISED-F","0","0.999867165287562","","1"
"chapsanlat-RAISER","chapsanlat-RAISER-RAISED-B","1","0.000132834712437857","","1"
"chapsanlat-RAISER","chapsanlat-RAISER-UNRAISED-F","0","0.999867165287562","1",""
"chapsanlat-RAISER","chapsanlat-RAISER-UNRAISED-B","0","0.000132834712437857","1",""
"charcha-RAISER","charcha-RAISER-RAISED-F","0","0.999901350314954","","1"
"charcha-RAISER","charcha-RAISER-RAISED-B","14","9.8649685045693e-05","","1"
"charcha-RAISER","charcha-RAISER-UNRAISED-F","0","0.999901350314954","1",""
"charcha-RAISER","charcha-RAISER-UNRAISED-B","0","9.8649685045693e-05","1",""
"charla-NON_RAISER","charla-NON_RAISER-RAISED-F","0","0.999948569688345","","1"
"charla-NON_RAISER","charla-NON_RAISER-RAISED-B","0","5.14303116551096e-05","","1"
"charla-NON_RAISER","charla-NON_RAISER-UNRAISED-F","0","0.999948569688345","",""
"charla-NON_RAISER","charla-NON_RAISER-UNRAISED-B","1","5.14303116551096e-05","",""
"charla-RAISER","charla-RAISER-RAISED-F","0","0.999948569688345","","1"
"charla-RAISER","charla-RAISER-RAISED-B","4","5.14303116551096e-05","","1"
"charla-RAISER","charla-RAISER-UNRAISED-F","0","0.999948569688345","1",""
"charla-RAISER","charla-RAISER-UNRAISED-B","0","5.14303116551096e-05","1",""
"charlash-NON_RAISER","charlash-NON_RAISER-RAISED-F","0","0.99954542121402","","1"
"charlash-NON_RAISER","charlash-NON_RAISER-RAISED-B","0","0.000454578785980431","","1"
"charlash-NON_RAISER","charlash-NON_RAISER-UNRAISED-F","0","0.99954542121402","",""
"charlash-NON_RAISER","charlash-NON_RAISER-UNRAISED-B","2","0.000454578785980431","",""
"charrosiye-RAISER","charrosiye-RAISER-RAISED-F","2","0.00013114285827747","","1"
"charrosiye-RAISER","charrosiye-RAISER-RAISED-B","0","0.999868857141723","","1"
"charrosiye-RAISER","charrosiye-RAISER-UNRAISED-F","0","0.00013114285827747","1",""
"charrosiye-RAISER","charrosiye-RAISER-UNRAISED-B","0","0.999868857141723","1",""
"charshenbe-RAISER","charshenbe-RAISER-RAISED-F","4","2.9285211625935e-05","","1"
"charshenbe-RAISER","charshenbe-RAISER-RAISED-B","0","0.999970714788374","","1"
"charshenbe-RAISER","charshenbe-RAISER-UNRAISED-F","0","2.9285211625935e-05","1",""
"charshenbe-RAISER","charshenbe-RAISER-UNRAISED-B","0","0.999970714788374","1",""
"charwa-RAISER","charwa-RAISER-RAISED-F","0","0.999969523462915","","1"
"charwa-RAISER","charwa-RAISER-RAISED-B","32","3.04765370852111e-05","","1"
"charwa-RAISER","charwa-RAISER-UNRAISED-F","0","0.999969523462915","1",""
"charwa-RAISER","charwa-RAISER-UNRAISED-B","0","3.04765370852111e-05","1",""
"charwidar-NON_RAISER","charwidar-NON_RAISER-RAISED-F","0","0.999796520480064","","1"
"charwidar-NON_RAISER","charwidar-NON_RAISER-RAISED-B","0","0.000203479519935601","","1"
"charwidar-NON_RAISER","charwidar-NON_RAISER-UNRAISED-F","0","0.999796520480064","",""
"charwidar-NON_RAISER","charwidar-NON_RAISER-UNRAISED-B","4","0.000203479519935601","",""
"chasa-RAISER","chasa-RAISER-RAISED-F","0","0.999955503064636","","1"
"chasa-RAISER","chasa-RAISER-RAISED-B","1","4.44969353635694e-05","","1"
"chasa-RAISER","chasa-RAISER-UNRAISED-F","0","0.999955503064636","1",""
"chasa-RAISER","chasa-RAISER-UNRAISED-B","0","4.44969353635694e-05","1",""
"chastota-RAISER","chastota-RAISER-RAISED-F","0","0.999874132933887","","1"
"chastota-RAISER","chastota-RAISER-RAISED-B","5","0.000125867066112839","","1"
"chastota-RAISER","chastota-RAISER-UNRAISED-F","0","0.999874132933887","1",""
